CRC,Size (Bytes),Frame ID (Type),Sequential ID,RTC Send Datetime,RTC Log Datetime,Driver ID,Events Group,BMS-1 Voltage (Volt),BMS-1 Current (Ampere),BMS-2 Voltage (Volt),BMS-2 Current (Ampere),GPS Longitude,GPS Latitude,GPS HDOP,GPS Heading (Degree),Vehicle Speed (Km/hr),Odometer (Km),Signal Quality (%),Battery Voltage (mVolt),Range Approximation (Km),Battery Efficiency (Km/kWh),Trip A (Km),Trip B (Km),BMS-1 SoC (%),BMS-1 Temperature (Celcius),BMS-2 SoC (%),BMS-2 Temperature (Celcius)
7F33C2D6,83,2 (Full),4.805,"Fri, 02 Oct 2020, 16:01:14","Fri, 02 Oct 2020, 15:53:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7097984,-7.4498232,2,102,59,5.013,77,3.708,38,218,0,0,0,0.00,0,0.00
ACD7379A,83,2 (Full),4.806,"Fri, 02 Oct 2020, 16:01:17","Fri, 02 Oct 2020, 15:53:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7102336,-7.4499216,2,102,57,5.013,77,3.816,35,221,0,0,0,0.00,0,0.00
BB2682D8,83,2 (Full),4.807,"Fri, 02 Oct 2020, 16:01:19","Fri, 02 Oct 2020, 15:53:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7106048,-7.4499896,2,98,49,5.013,77,3.780,32,224,0,0,0,0.00,0,0.00
3FFCC17B,83,2 (Full),4.808,"Fri, 02 Oct 2020, 16:01:22","Fri, 02 Oct 2020, 15:53:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,0,0,19,0,0,5.013,77,3.780,29,227,0,0,0,0.00,0,0.00
09C83FF9,83,2 (Full),4.809,"Fri, 02 Oct 2020, 16:01:24","Fri, 02 Oct 2020, 15:53:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7111296,-7.4500984,2,104,33,5.013,77,3.798,26,230,0,0,0,0.00,0,0.00
952275CF,83,2 (Full),4.810,"Fri, 02 Oct 2020, 16:01:27","Fri, 02 Oct 2020, 15:54:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7112704,-7.450124,2,104,25,5.013,77,3.780,23,233,0,0,0,0.00,0,0.00
ACB439B7,83,2 (Full),4.811,"Fri, 02 Oct 2020, 16:01:29","Fri, 02 Oct 2020, 15:54:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7114368,-7.4501632,2,102,25,5.013,77,3.780,20,236,0,0,0,0.00,0,0.00
3246DA4A,83,2 (Full),4.812,"Fri, 02 Oct 2020, 16:01:31","Fri, 02 Oct 2020, 15:54:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7115648,-7.4501832,2,100,20,5.013,77,3.852,17,239,0,0,0,0.00,0,0.00
54A34C41,83,2 (Full),4.813,"Fri, 02 Oct 2020, 16:01:34","Fri, 02 Oct 2020, 15:54:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7117696,-7.4502216,2,100,25,5.013,77,3.834,14,242,0,0,0,0.00,0,0.00
FF46E3D7,83,2 (Full),4.814,"Fri, 02 Oct 2020, 16:01:36","Fri, 02 Oct 2020, 15:54:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7119488,-7.4502624,2,102,24,5.013,77,3.834,11,245,0,0,0,0.00,0,0.00
0C58E69C,83,2 (Full),4.815,"Fri, 02 Oct 2020, 16:01:41","Fri, 02 Oct 2020, 15:54:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.712256,-7.4503304,2,102,35,5.013,0,3.834,8,248,0,0,0,0.00,0,0.00
69CFC151,83,2 (Full),4.816,"Fri, 02 Oct 2020, 16:01:44","Fri, 02 Oct 2020, 15:54:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7125632,-7.4504024,8,102,40,5.013,0,3.834,5,251,0,0,0,0.00,0,0.00
81854D50,83,2 (Full),4.817,"Fri, 02 Oct 2020, 16:01:50","Fri, 02 Oct 2020, 15:54:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7128448,-7.4504528,2,100,37,5.013,0,3.852,2,254,0,0,0,0.00,0,0.00
CA3ECB57,83,2 (Full),4.818,"Fri, 02 Oct 2020, 16:01:53","Fri, 02 Oct 2020, 15:54:26",NONE,0000000000000061,0.00,0.00,0.00,0.00,112.713024,-7.450476,2,98,29,5.013,0,3.816,255,1,0,0,0,0.00,0,0.00
96382587,83,2 (Full),4.819,"Fri, 02 Oct 2020, 16:01:56","Fri, 02 Oct 2020, 15:54:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,0,0,18,0,0,5.013,0,3.852,252,4,0,0,0,0.00,0,0.00
493C2E3E,83,2 (Full),4.820,"Fri, 02 Oct 2020, 16:01:58","Fri, 02 Oct 2020, 15:54:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7133824,-7.4505608,2,104,24,5.013,0,3.780,249,7,0,0,0,0.00,0,0.00
8A29C7BD,83,2 (Full),4.821,"Fri, 02 Oct 2020, 16:02:00","Fri, 02 Oct 2020, 15:54:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7135232,-7.4505808,2,98,18,5.013,0,3.726,246,10,0,0,0,0.00,0,0.00
F11F06F8,83,2 (Full),4.822,"Fri, 02 Oct 2020, 16:02:04","Fri, 02 Oct 2020, 15:54:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.713728,-7.4506072,2,96,20,5.013,0,3.708,243,13,0,0,0,0.00,0,0.00
DDC9A027,83,2 (Full),4.823,"Fri, 02 Oct 2020, 16:02:07","Fri, 02 Oct 2020, 15:54:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7140608,-7.450696,2,102,35,5.013,70,3.834,240,16,0,0,0,0.00,0,0.00
E0CF7D49,83,2 (Full),4.824,"Fri, 02 Oct 2020, 16:02:09","Fri, 02 Oct 2020, 15:54:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7144576,-7.450796,2,104,40,5.013,77,3.834,237,19,0,0,0,0.00,0,0.00
383DB95C,83,2 (Full),4.825,"Fri, 02 Oct 2020, 16:02:11","Fri, 02 Oct 2020, 15:54:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7147392,-7.4508608,2,102,31,5.013,74,3.726,234,22,0,0,0,0.00,0,0.00
C59854A0,83,2 (Full),4.826,"Fri, 02 Oct 2020, 16:02:14","Fri, 02 Oct 2020, 15:55:27",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7162624,-7.4511616,2,104,29,5.013,93,3.816,195,61,0,0,0,0.00,0,0.00
C609EB07,83,2 (Full),4.827,"Fri, 02 Oct 2020, 16:02:17","Fri, 02 Oct 2020, 15:55:30",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7165056,-7.4512096,2,98,32,5.013,83,3.762,191,65,0,0,0,0.00,0,0.00
A39968E8,83,2 (Full),4.828,"Fri, 02 Oct 2020, 16:02:19","Fri, 02 Oct 2020, 15:55:34",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7167104,-7.4512576,2,100,28,5.013,93,3.762,188,68,0,0,0,0.00,0,0.00
9F2A0A87,83,2 (Full),4.829,"Fri, 02 Oct 2020, 16:02:22","Fri, 02 Oct 2020, 15:55:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.717184,-7.4513704,2,100,35,5.013,96,3.780,184,72,0,0,0,0.00,0,0.00
72A7DD7E,83,2 (Full),4.830,"Fri, 02 Oct 2020, 16:02:25","Fri, 02 Oct 2020, 15:55:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.71744,-7.4514216,8,100,35,5.013,87,3.762,181,75,0,0,0,0.00,0,0.00
2B18E189,83,2 (Full),4.831,"Fri, 02 Oct 2020, 16:02:27","Fri, 02 Oct 2020, 15:55:45",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7176704,-7.4514672,2,100,28,5.013,80,3.780,177,79,0,0,0,0.00,0,0.00
5548B660,83,2 (Full),4.832,"Fri, 02 Oct 2020, 16:02:29","Fri, 02 Oct 2020, 15:55:48",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.71776,-7.451552,17,114,13,5.013,87,3.762,173,83,0,0,0,0.00,0,0.00
90C23EE6,83,2 (Full),4.833,"Fri, 02 Oct 2020, 16:02:32","Fri, 02 Oct 2020, 15:55:52",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7178368,-7.4516176,17,124,13,5.013,83,3.780,170,86,0,0,0,0.00,0,0.00
2DE4BD2C,83,2 (Full),4.834,"Fri, 02 Oct 2020, 16:02:34","Fri, 02 Oct 2020, 15:55:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7179776,-7.451752,17,128,11,5.013,77,3.762,166,90,0,0,0,0.00,0,0.00
5CBDA5D6,83,2 (Full),4.835,"Fri, 02 Oct 2020, 16:02:37","Fri, 02 Oct 2020, 15:55:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7176704,-7.452392,2,188,31,5.013,67,3.780,163,93,0,0,0,0.00,0,0.00
305D8AF3,83,2 (Full),4.836,"Fri, 02 Oct 2020, 16:02:40","Fri, 02 Oct 2020, 15:56:03",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7175168,-7.452844,2,192,42,5.014,70,3.762,159,97,0,0,0,0.00,0,0.00
CD2FAB78,83,2 (Full),4.837,"Fri, 02 Oct 2020, 16:02:44","Fri, 02 Oct 2020, 15:56:06",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7174272,-7.4532632,2,188,46,5.014,61,3.780,155,101,0,0,0,0.00,0,0.00
70260859,83,2 (Full),4.838,"Fri, 02 Oct 2020, 16:02:46","Fri, 02 Oct 2020, 15:56:10",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7173888,-7.4536136,8,186,42,5.014,54,3.762,152,104,0,0,0,0.00,0,0.00
DAFF4EB9,83,2 (Full),4.839,"Fri, 02 Oct 2020, 16:02:51","Fri, 02 Oct 2020, 15:56:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.717312,-7.4542016,2,188,34,5.014,58,3.780,148,108,0,0,0,0.00,0,0.00
2309D372,83,2 (Full),4.840,"Fri, 02 Oct 2020, 16:02:54","Fri, 02 Oct 2020, 15:56:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.717312,-7.4544616,2,184,31,5.014,61,3.762,145,111,0,0,0,0.00,0,0.00
03390EB6,83,2 (Full),4.841,"Fri, 02 Oct 2020, 16:02:56","Fri, 02 Oct 2020, 15:56:21",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7173248,-7.4546584,2,182,22,5.014,77,3.780,141,115,0,0,0,0.00,0,0.00
84D5A110,83,2 (Full),4.842,"Fri, 02 Oct 2020, 16:02:59","Fri, 02 Oct 2020, 15:56:24",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.717312,-7.4547888,2,184,13,5.014,70,3.762,137,119,0,0,0,0.00,0,0.00
4DF5B798,83,2 (Full),4.843,"Fri, 02 Oct 2020, 16:03:01","Fri, 02 Oct 2020, 15:56:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.717312,-7.4550408,2,180,17,5.014,58,3.762,133,123,0,0,0,0.00,0,0.00
9BA5B6D2,83,2 (Full),4.844,"Fri, 02 Oct 2020, 16:03:04","Fri, 02 Oct 2020, 15:56:33",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7172864,-7.4552176,2,182,21,5.014,51,3.780,129,127,0,0,0,0.00,0,0.00
A1A83A85,83,2 (Full),4.845,"Fri, 02 Oct 2020, 16:03:07","Fri, 02 Oct 2020, 15:56:36",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7172864,-7.4554504,2,182,27,5.014,67,3.762,126,130,0,0,0,0.00,0,0.00
55709DFE,83,2 (Full),4.846,"Fri, 02 Oct 2020, 16:03:15","Fri, 02 Oct 2020, 15:56:40",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7172736,-7.455648,2,184,26,5.014,70,3.762,122,134,0,0,0,0.00,0,0.00
035B83C6,83,2 (Full),4.847,"Fri, 02 Oct 2020, 16:03:18","Fri, 02 Oct 2020, 15:56:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7173504,-7.456368,2,172,27,5.014,54,3.780,115,141,0,0,0,0.00,0,0.00
9A86925C,83,2 (Full),4.848,"Fri, 02 Oct 2020, 16:03:22","Fri, 02 Oct 2020, 15:56:52",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7174016,-7.4568336,2,176,30,5.014,70,3.780,109,147,0,0,0,0.00,0,0.00
0C5F6124,83,2 (Full),4.849,"Fri, 02 Oct 2020, 16:03:25","Fri, 02 Oct 2020, 15:56:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7174144,-7.4571144,2,176,36,5.014,80,3.762,106,150,0,0,0,0.00,0,0.00
E1A55F53,83,2 (Full),4.850,"Fri, 02 Oct 2020, 16:03:27","Fri, 02 Oct 2020, 15:57:00",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7174144,-7.4574128,2,178,37,5.014,93,3.780,102,154,0,0,0,0.00,0,0.00
57718285,83,2 (Full),4.851,"Fri, 02 Oct 2020, 16:03:29","Fri, 02 Oct 2020, 15:57:03",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.71744,-7.4577136,2,174,37,5.014,87,3.762,99,157,0,0,0,0.00,0,0.00
55E42BDC,83,2 (Full),4.852,"Fri, 02 Oct 2020, 16:03:32","Fri, 02 Oct 2020, 15:57:07",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7174656,-7.458024,2,176,39,5.014,80,3.762,95,161,0,0,0,0.00,0,0.00
EB668E54,83,2 (Full),4.853,"Fri, 02 Oct 2020, 16:03:34","Fri, 02 Oct 2020, 15:57:10",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7174656,-7.4586944,2,182,44,5.014,90,3.762,91,165,0,0,0,0.00,0,0.00
3584FC36,83,2 (Full),4.854,"Fri, 02 Oct 2020, 16:03:36","Fri, 02 Oct 2020, 15:57:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7174784,-7.4590344,2,176,40,5.014,80,3.762,88,168,0,0,0,0.00,0,0.00
1C25ED8A,83,2 (Full),4.855,"Fri, 02 Oct 2020, 16:03:39","Fri, 02 Oct 2020, 15:57:18",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7175168,-7.4593152,2,176,34,5.014,74,3.762,84,172,0,0,0,0.00,0,0.00
0B280CEA,83,2 (Full),4.856,"Fri, 02 Oct 2020, 16:03:41","Fri, 02 Oct 2020, 15:57:22",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7175168,-7.4596008,2,176,35,5.014,67,3.762,80,176,0,0,0,0.00,0,0.00
CD7F137D,83,2 (Full),4.857,"Fri, 02 Oct 2020, 16:03:44","Fri, 02 Oct 2020, 15:57:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7174656,-7.4603496,2,186,49,5.014,61,3.780,76,180,0,0,0,0.00,0,0.00
582D0DDF,83,2 (Full),4.858,"Fri, 02 Oct 2020, 16:03:46","Fri, 02 Oct 2020, 15:57:31",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7174272,-7.4607704,2,184,52,5.014,70,3.780,71,185,0,0,0,0.00,0,0.00
33A55B29,83,2 (Full),4.859,"Fri, 02 Oct 2020, 16:03:49","Fri, 02 Oct 2020, 15:57:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7173888,-7.4616096,2,180,53,5.014,74,3.762,67,189,0,0,0,0.00,0,0.00
461AEFE2,83,2 (Full),4.860,"Fri, 02 Oct 2020, 16:03:51","Fri, 02 Oct 2020, 15:57:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7173248,-7.4619976,2,184,48,5.014,80,3.762,64,192,0,0,0,0.00,0,0.00
D5B1D94B,83,2 (Full),4.861,"Fri, 02 Oct 2020, 16:03:53","Fri, 02 Oct 2020, 15:57:43",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7172608,-7.4626648,2,186,39,5.014,77,3.762,59,197,0,0,0,0.00,0,0.00
C8C7EB6A,83,2 (Full),4.862,"Fri, 02 Oct 2020, 16:03:56","Fri, 02 Oct 2020, 15:57:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7172224,-7.4629008,2,188,31,5.014,77,3.780,55,201,0,0,0,0.00,0,0.00
9D1C6093,83,2 (Full),4.863,"Fri, 02 Oct 2020, 16:03:58","Fri, 02 Oct 2020, 15:57:51",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7171968,-7.463128,2,184,29,5.015,64,3.762,51,205,0,0,0,0.00,0,0.00
F0B6748F,83,2 (Full),4.864,"Fri, 02 Oct 2020, 16:04:01","Fri, 02 Oct 2020, 15:57:55",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7171712,-7.4634144,2,184,35,5.015,70,3.762,47,209,0,0,0,0.00,0,0.00
1E72A08E,83,2 (Full),4.865,"Fri, 02 Oct 2020, 16:04:03","Fri, 02 Oct 2020, 15:58:01",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7170688,-7.4639504,2,188,32,5.015,61,3.762,41,215,0,0,0,0.00,0,0.00
F817E85D,83,2 (Full),4.866,"Fri, 02 Oct 2020, 16:04:06","Fri, 02 Oct 2020, 15:58:04",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7169664,-7.4645072,2,188,37,5.015,74,3.762,37,219,0,0,0,0.00,0,0.00
4FD2E108,83,2 (Full),4.867,"Fri, 02 Oct 2020, 16:04:07","Fri, 02 Oct 2020, 15:58:09",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7169024,-7.4648464,2,190,42,5.015,70,3.744,33,223,0,0,0,0.00,0,0.00
AAD3D314,83,2 (Full),4.868,"Fri, 02 Oct 2020, 16:04:09","Fri, 02 Oct 2020, 15:58:13",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7167488,-7.4655016,2,192,42,5.015,74,3.744,28,228,0,0,0,0.00,0,0.00
18DC2F8A,83,2 (Full),4.869,"Fri, 02 Oct 2020, 16:04:12","Fri, 02 Oct 2020, 15:58:25",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7165952,-7.4667336,2,186,36,5.015,80,3.762,17,239,0,0,0,0.00,0,0.00
F3DB0576,83,2 (Full),4.870,"Fri, 02 Oct 2020, 16:04:14","Fri, 02 Oct 2020, 15:58:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7165696,-7.4670816,2,186,41,5.015,67,3.762,13,243,0,0,0,0.00,0,0.00
6ED96532,83,2 (Full),4.871,"Fri, 02 Oct 2020, 16:04:16","Fri, 02 Oct 2020, 15:58:33",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7165312,-7.4674088,2,188,40,5.015,64,3.744,9,247,0,0,0,0.00,0,0.00
61D45F3D,83,2 (Full),4.872,"Fri, 02 Oct 2020, 16:04:18","Fri, 02 Oct 2020, 15:58:37",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7165056,-7.467684,2,188,34,5.015,80,3.762,5,251,0,0,0,0.00,0,0.00
7BCBC4FD,83,2 (Full),4.873,"Fri, 02 Oct 2020, 16:04:20","Fri, 02 Oct 2020, 15:58:40",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7164544,-7.4681832,2,188,31,5.015,67,3.762,1,255,0,0,0,0.00,0,0.00
DCB3B956,83,2 (Full),4.874,"Fri, 02 Oct 2020, 16:04:22","Fri, 02 Oct 2020, 15:59:03",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7162752,-7.4697136,2,182,31,5.015,70,3.672,235,21,0,0,0,0.00,0,0.00
76DFC294,83,2 (Full),4.875,"Fri, 02 Oct 2020, 16:04:24","Fri, 02 Oct 2020, 15:59:25",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7161728,-7.4706664,2,180,19,5.015,70,3.834,213,43,0,0,0,0.00,0,0.00
DCDFB4A3,83,2 (Full),4.876,"Fri, 02 Oct 2020, 16:04:26","Fri, 02 Oct 2020, 15:59:49",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.715648,-7.4730352,2,188,43,5.015,80,3.834,189,67,0,0,0,0.00,0,0.00
92C1BCF3,83,2 (Full),4.877,"Fri, 02 Oct 2020, 16:04:28","Fri, 02 Oct 2020, 15:59:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7154048,-7.473848,2,192,56,5.016,83,3.672,185,71,0,0,0,0.00,0,0.00
B4BFFB83,83,2 (Full),4.878,"Fri, 02 Oct 2020, 16:04:30","Fri, 02 Oct 2020, 15:59:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7153024,-7.4742824,2,192,58,5.016,100,3.690,182,74,0,0,0,0.00,0,0.00
6E0E3283,83,2 (Full),4.879,"Fri, 02 Oct 2020, 16:04:32","Fri, 02 Oct 2020, 15:59:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7152128,-7.4747256,2,190,59,5.016,83,3.672,179,77,0,0,0,0.00,0,0.00
560DC525,83,2 (Full),4.880,"Fri, 02 Oct 2020, 16:04:34","Fri, 02 Oct 2020, 16:00:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7150976,-7.4751688,2,192,59,5.016,70,3.654,176,80,0,0,0,0.00,0,0.00
FC616066,83,2 (Full),4.881,"Fri, 02 Oct 2020, 16:04:36","Fri, 02 Oct 2020, 16:00:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7149824,-7.4754912,2,194,47,5.016,77,3.672,173,83,0,0,0,0.00,0,0.00
CB67094A,83,2 (Full),4.882,"Fri, 02 Oct 2020, 16:04:38","Fri, 02 Oct 2020, 16:00:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7148928,-7.4757936,2,196,42,5.016,80,3.672,170,86,0,0,0,0.00,0,0.00
14E12B43,83,2 (Full),4.883,"Fri, 02 Oct 2020, 16:04:40","Fri, 02 Oct 2020, 16:00:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.714816,-7.476068,2,194,36,5.016,80,3.780,167,89,0,0,0,0.00,0,0.00
E73759C9,83,2 (Full),4.884,"Fri, 02 Oct 2020, 16:04:42","Fri, 02 Oct 2020, 16:00:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7147264,-7.4763168,2,198,35,5.016,74,3.744,164,92,0,0,0,0.00,0,0.00
56FD246F,83,2 (Full),4.885,"Fri, 02 Oct 2020, 16:04:44","Fri, 02 Oct 2020, 16:00:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7146496,-7.4766528,2,194,43,5.016,77,3.762,161,95,0,0,0,0.00,0,0.00
739DAC86,83,2 (Full),4.886,"Fri, 02 Oct 2020, 16:04:46","Fri, 02 Oct 2020, 16:00:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7145728,-7.477028,2,192,50,5.016,74,3.762,158,98,0,0,0,0.00,0,0.00
2E029ADD,83,2 (Full),4.887,"Fri, 02 Oct 2020, 16:04:48","Fri, 02 Oct 2020, 16:00:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7144576,-7.477456,2,194,56,5.016,80,3.744,155,101,0,0,0,0.00,0,0.00
7012A5D0,83,2 (Full),4.888,"Fri, 02 Oct 2020, 16:04:50","Fri, 02 Oct 2020, 16:00:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7143552,-7.4778944,2,194,58,5.016,77,3.744,152,104,0,0,0,0.00,0,0.00
C5EE5336,83,2 (Full),4.890,"Fri, 02 Oct 2020, 16:05:41","Fri, 02 Oct 2020, 16:00:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.714112,-7.4788024,2,194,61,5.016,74,3.744,146,110,0,0,0,0.00,0,0.00
CEBA17D5,83,2 (Full),4.891,"Fri, 02 Oct 2020, 16:05:43","Fri, 02 Oct 2020, 16:00:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7139968,-7.4792568,2,194,59,5.016,67,3.762,143,113,0,0,0,0.00,0,0.00
5DB9D815,83,2 (Full),4.892,"Fri, 02 Oct 2020, 16:05:46","Fri, 02 Oct 2020, 16:00:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7139072,-7.4796432,2,192,51,5.016,61,3.762,140,116,0,0,0,0.00,0,0.00
0C4F4F02,83,2 (Full),4.893,"Fri, 02 Oct 2020, 16:05:48","Fri, 02 Oct 2020, 16:00:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.713856,-7.4799584,2,192,41,5.016,61,3.744,137,119,0,0,0,0.00,0,0.00
FF396B08,83,2 (Full),4.894,"Fri, 02 Oct 2020, 16:05:51","Fri, 02 Oct 2020, 16:00:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7138048,-7.4801848,2,190,28,5.016,64,3.762,134,122,0,0,0,0.00,0,0.00
A6D8C212,83,2 (Full),4.895,"Fri, 02 Oct 2020, 16:05:53","Fri, 02 Oct 2020, 16:00:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7137792,-7.4802784,2,192,11,5.016,64,3.762,131,125,0,0,0,0.00,0,0.00
9620FCA8,83,2 (Full),4.896,"Fri, 02 Oct 2020, 16:05:55","Fri, 02 Oct 2020, 16:00:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7137792,-7.4802816,2,0,1,5.016,74,3.726,128,128,0,0,0,0.00,0,0.00
A0D897A2,83,2 (Full),4.897,"Fri, 02 Oct 2020, 16:05:58","Fri, 02 Oct 2020, 16:00:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7137664,-7.4802872,2,0,0,5.016,67,3.744,125,131,0,0,0,0.00,0,0.00
F0129C04,83,2 (Full),4.898,"Fri, 02 Oct 2020, 16:06:01","Fri, 02 Oct 2020, 16:00:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7137664,-7.4802944,2,0,0,5.016,58,3.762,122,134,0,0,0,0.00,0,0.00
5694967B,83,2 (Full),4.899,"Fri, 02 Oct 2020, 16:06:03","Fri, 02 Oct 2020, 16:00:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7137664,-7.4802968,2,0,0,5.016,64,3.744,119,137,0,0,0,0.00,0,0.00
A2F619AB,83,2 (Full),4.900,"Fri, 02 Oct 2020, 16:06:06","Fri, 02 Oct 2020, 16:01:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7137664,-7.4803,2,0,0,5.016,67,3.744,116,140,0,0,0,0.00,0,0.00
0A4C9A87,83,2 (Full),4.901,"Fri, 02 Oct 2020, 16:06:08","Fri, 02 Oct 2020, 16:01:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7137536,-7.4802944,2,0,1,5.016,67,3.762,113,143,0,0,0,0.00,0,0.00
BC1A9E62,83,2 (Full),4.902,"Fri, 02 Oct 2020, 16:06:10","Fri, 02 Oct 2020, 16:01:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7137536,-7.4802984,2,0,0,5.016,58,3.744,110,146,0,0,0,0.00,0,0.00
4967AFF9,83,2 (Full),4.903,"Fri, 02 Oct 2020, 16:06:14","Fri, 02 Oct 2020, 16:01:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7137408,-7.4803,2,0,0,5.016,67,3.744,107,149,0,0,0,0.00,0,0.00
B1871158,83,2 (Full),4.904,"Fri, 02 Oct 2020, 16:06:19","Fri, 02 Oct 2020, 16:01:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7137536,-7.480304,2,0,0,5.016,67,3.744,104,152,0,0,0,0.00,0,0.00
