BMS-2 Temperature (Celcius),BMS-2 SoC (%),BMS-1 Temperature (Celcius),BMS-1 SoC (%),Trip B (Km),Trip A (Km),Battery Efficiency (Km/kWh),Range Approximation (Km),Battery Voltage (mVolt),Signal Quality (%),Odometer (Km),Vehicle Speed (Km/hr),GPS Heading (Degree),GPS HDOP,GPS Latitude,GPS Longitude,BMS-2 Current (Ampere),BMS-2 Voltage (Volt),BMS-1 Current (Ampere),BMS-1 Voltage (Volt),Events Group,Driver ID,RTC Log Datetime,RTC Send Datetime,Sequential ID,Frame ID (Type),Size (Bytes),CRC
0.00,0,0.00,0,0,0,239,17,3.888,83,5.073,22,352,1,-7.2695088,112.796544,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:07:07","Wed, 07 Oct 2020, 16:13:12",7.318,2 (Full),83,C4123885
0.00,0,0.00,0,0,0,236,20,3.870,83,5.073,30,348,1,-7.2697312,112.7965824,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:07:04","Wed, 07 Oct 2020, 16:13:09",7.317,2 (Full),83,D0BD1FE1
0.00,0,0.00,0,0,0,233,23,3.888,87,5.073,32,352,1,-7.269992,112.7966464,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:07:01","Wed, 07 Oct 2020, 16:13:05",7.316,2 (Full),83,A85EFBFD
0.00,0,0.00,0,0,0,230,26,3.888,83,5.072,32,346,1,-7.2702536,112.796672,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:58","Wed, 07 Oct 2020, 16:13:02",7.315,2 (Full),83,8E8B2797
0.00,0,0.00,0,0,0,227,29,3.888,87,5.072,25,348,1,-7.2704928,112.796736,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:55","Wed, 07 Oct 2020, 16:12:59",7.314,2 (Full),83,714AAAF4
0.00,0,0.00,0,0,0,224,32,3.888,83,5.072,24,348,1,-7.2707224,112.7967744,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:52","Wed, 07 Oct 2020, 16:12:57",7.313,2 (Full),83,96EBF500
0.00,0,0.00,0,0,0,221,35,3.888,70,5.072,30,346,1,-7.270932,112.7968256,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:49","Wed, 07 Oct 2020, 16:12:54",7.312,2 (Full),83,33140036
0.00,0,0.00,0,0,0,218,38,3.870,70,5.072,32,348,1,-7.2711792,112.7968768,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:46","Wed, 07 Oct 2020, 16:12:49",7.311,2 (Full),83,AC83B334
0.00,0,0.00,0,0,0,215,41,3.888,77,5.072,41,342,1,-7.271448,112.7969536,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:43","Wed, 07 Oct 2020, 16:12:46",7.310,2 (Full),83,62E19809
0.00,0,0.00,0,0,0,212,44,3.888,80,5.072,42,344,1,-7.2717824,112.797056,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:40","Wed, 07 Oct 2020, 16:12:43",7.309,2 (Full),83,EED8144D
0.00,0,0.00,0,0,0,209,47,3.888,90,5.072,44,340,1,-7.272112,112.7971712,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:37","Wed, 07 Oct 2020, 16:12:40",7.308,2 (Full),83,39CF5B51
0.00,0,0.00,0,0,0,206,50,3.888,90,5.072,37,338,1,-7.272436,112.7972736,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:34","Wed, 07 Oct 2020, 16:12:37",7.307,2 (Full),83,AD721F03
0.00,0,0.00,0,0,0,203,53,3.888,96,5.072,29,338,2,-7.2727184,112.7973632,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:31","Wed, 07 Oct 2020, 16:12:35",7.306,2 (Full),83,5A2F4FAA
0.00,0,0.00,0,0,0,200,56,3.888,100,5.072,27,344,1,-7.272936,112.7974528,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:28","Wed, 07 Oct 2020, 16:12:31",7.305,2 (Full),83,368E4118
0.00,0,0.00,0,0,0,197,59,3.888,100,5.072,34,340,1,-7.2731488,112.7974912,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:25","Wed, 07 Oct 2020, 16:12:27",7.304,2 (Full),83,20F6D480
0.00,0,0.00,0,0,0,194,62,3.888,100,5.072,32,340,1,-7.2733936,112.7975808,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:22","Wed, 07 Oct 2020, 16:12:24",7.303,2 (Full),83,4BD91D45
0.00,0,0.00,0,0,0,191,65,3.870,100,5.072,31,338,1,-7.273616,112.797632,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:19","Wed, 07 Oct 2020, 16:12:22",7.302,2 (Full),83,F14414E0
0.00,0,0.00,0,0,0,188,68,3.870,100,5.072,22,348,1,-7.273824,112.7977216,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:16","Wed, 07 Oct 2020, 16:12:18",7.301,2 (Full),83,0C711CA2
0.00,0,0.00,0,0,0,185,71,3.852,80,5.072,21,352,1,-7.2739976,112.7977472,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:13","Wed, 07 Oct 2020, 16:12:15",7.300,2 (Full),83,1A270B2E
0.00,0,0.00,0,0,0,182,74,3.870,87,5.072,22,358,1,-7.2741592,112.7977728,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:10","Wed, 07 Oct 2020, 16:12:12",7.299,2 (Full),83,BC118D9E
0.00,0,0.00,0,0,0,179,77,3.870,90,5.072,19,18,1,-7.2743104,112.7977728,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:07","Wed, 07 Oct 2020, 16:12:08",7.298,2 (Full),83,1224F537
0.00,0,0.00,0,0,0,176,80,3.870,100,5.072,21,12,1,-7.2744664,112.7977088,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:04","Wed, 07 Oct 2020, 16:12:05",7.297,2 (Full),83,607A5B22
0.00,0,0.00,0,0,0,173,83,3.870,100,5.072,22,338,1,-7.2746208,112.797696,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:06:01","Wed, 07 Oct 2020, 16:12:02",7.296,2 (Full),83,271233E2
0.00,0,0.00,0,0,0,170,86,3.870,100,5.072,22,270,1,-7.2747456,112.7977856,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:58","Wed, 07 Oct 2020, 16:11:59",7.295,2 (Full),83,FA52C323
0.00,0,0.00,0,0,0,167,89,3.870,93,5.072,25,230,1,-7.2747048,112.7979648,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:55","Wed, 07 Oct 2020, 16:11:56",7.294,2 (Full),83,7A1F6570
0.00,0,0.00,0,0,0,164,92,3.870,100,5.072,32,240,1,-7.2745808,112.798144,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:52","Wed, 07 Oct 2020, 16:11:50",7.293,2 (Full),83,1CF7ADC4
0.00,0,0.00,0,0,0,161,95,3.852,100,5.072,36,250,1,-7.2744648,112.7983872,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:49","Wed, 07 Oct 2020, 16:11:47",7.292,2 (Full),83,0769D0DC
0.00,0,0.00,0,0,0,158,98,3.870,93,5.072,35,264,1,-7.2744144,112.7986688,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:46","Wed, 07 Oct 2020, 16:11:40",7.291,2 (Full),83,DD54BBDD
0.00,0,0.00,0,0,0,155,101,3.870,100,5.072,38,266,1,-7.2744016,112.7989632,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:43","Wed, 07 Oct 2020, 16:11:37",7.290,2 (Full),83,E7F9EE2E
0.00,0,0.00,0,0,0,152,104,3.870,100,5.072,34,268,1,-7.2743864,112.799232,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:40","Wed, 07 Oct 2020, 16:11:34",7.289,2 (Full),83,7B5A24BE
0.00,0,0.00,0,0,0,149,107,3.870,100,5.072,36,268,1,-7.2743704,112.799488,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:37","Wed, 07 Oct 2020, 16:11:31",7.288,2 (Full),83,5D10E212
0.00,0,0.00,0,0,0,146,110,3.888,100,5.072,43,268,1,-7.2743672,112.799808,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:34","Wed, 07 Oct 2020, 16:11:27",7.287,2 (Full),83,DE232081
0.00,0,0.00,0,0,0,143,113,3.870,100,5.072,42,268,1,-7.2743632,112.8001152,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:31","Wed, 07 Oct 2020, 16:11:24",7.286,2 (Full),83,9E276AA3
0.00,0,0.00,0,0,0,140,116,3.888,96,5.072,37,264,1,-7.2743512,112.8004224,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:28","Wed, 07 Oct 2020, 16:11:18",7.285,2 (Full),83,9822C632
0.00,0,0.00,0,0,0,137,119,3.888,96,5.072,33,298,1,-7.2743848,112.8006784,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:25","Wed, 07 Oct 2020, 16:11:15",7.284,2 (Full),83,19CC5292
0.00,0,0.00,0,0,0,134,122,3.888,100,5.072,34,342,1,-7.2745688,112.8008704,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:22","Wed, 07 Oct 2020, 16:11:12",7.283,2 (Full),83,3CCB2FEA
0.00,0,0.00,0,0,0,131,125,3.888,64,5.072,43,354,1,-7.274864,112.800896,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:19","Wed, 07 Oct 2020, 16:11:08",7.282,2 (Full),83,C392F035
0.00,0,0.00,0,0,0,128,128,3.888,70,5.072,44,334,1,-7.2751944,112.8009856,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:16","Wed, 07 Oct 2020, 16:11:06",7.281,2 (Full),83,746777F5
0.00,0,0.00,0,0,0,125,131,3.888,80,5.072,50,308,1,-7.275476,112.8011648,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:13","Wed, 07 Oct 2020, 16:11:01",7.280,2 (Full),83,5BA1B181
0.00,0,0.00,0,0,0,122,134,3.888,77,5.072,47,304,1,-7.275708,112.801472,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:10","Wed, 07 Oct 2020, 16:10:57",7.279,2 (Full),83,A6367854
0.00,0,0.00,0,0,0,119,137,3.888,90,5.071,36,318,1,-7.2759136,112.8017408,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:07","Wed, 07 Oct 2020, 16:10:54",7.278,2 (Full),83,D11B7D32
0.00,0,0.00,0,0,0,116,140,3.888,83,5.071,38,336,1,-7.2761544,112.8018688,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:04","Wed, 07 Oct 2020, 16:10:51",7.277,2 (Full),83,35BC5BEE
0.00,0,0.00,0,0,0,113,143,3.888,83,5.071,33,332,1,-7.2764176,112.8019968,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:05:01","Wed, 07 Oct 2020, 16:10:48",7.276,2 (Full),83,E976C438
0.00,0,0.00,0,0,0,110,146,3.888,93,5.071,30,338,1,-7.2766392,112.8020992,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:58","Wed, 07 Oct 2020, 16:10:45",7.275,2 (Full),83,F02B4EB2
0.00,0,0.00,0,0,0,107,149,3.888,93,5.071,27,338,1,-7.2768432,112.802176,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:55","Wed, 07 Oct 2020, 16:10:42",7.274,2 (Full),83,B2E1B8EA
0.00,0,0.00,0,0,0,104,152,3.888,90,5.071,34,340,1,-7.2770688,112.8022656,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:52","Wed, 07 Oct 2020, 16:10:38",7.273,2 (Full),83,89756517
0.00,0,0.00,0,0,0,101,155,3.888,96,5.071,36,340,1,-7.2773384,112.8023424,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:49","Wed, 07 Oct 2020, 16:10:35",7.272,2 (Full),83,CA0D785E
0.00,0,0.00,0,0,0,98,158,3.888,100,5.071,38,354,1,-7.2776248,112.8024064,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:46","Wed, 07 Oct 2020, 16:10:32",7.271,2 (Full),83,35A5E725
0.00,0,0.00,0,0,0,95,161,3.888,90,5.071,35,354,1,-7.2779184,112.8024192,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:43","Wed, 07 Oct 2020, 16:10:28",7.270,2 (Full),83,AA9B942A
0.00,0,0.00,0,0,0,92,164,3.888,93,5.071,32,358,1,-7.2781856,112.8024576,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:40","Wed, 07 Oct 2020, 16:10:25",7.269,2 (Full),83,897C340C
0.00,0,0.00,0,0,0,89,167,3.888,67,5.071,31,358,1,-7.2784664,112.8024576,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:37","Wed, 07 Oct 2020, 16:10:21",7.268,2 (Full),83,E1B7ED2E
0.00,0,0.00,0,0,0,86,170,3.870,67,5.071,26,0,1,-7.278712,112.8024576,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:34","Wed, 07 Oct 2020, 16:10:16",7.267,2 (Full),83,02CE77B2
0.00,0,0.00,0,0,0,83,173,3.888,67,5.071,20,2,1,-7.2789048,112.8024576,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:31","Wed, 07 Oct 2020, 16:10:06",7.266,2 (Full),83,FEB68703
0.00,0,0.00,0,0,0,80,176,3.888,67,5.071,21,354,1,-7.2790752,112.8024576,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:28","Wed, 07 Oct 2020, 16:10:01",7.265,2 (Full),83,0632DE0B
0.00,0,0.00,0,0,0,77,179,3.888,67,5.071,30,354,1,-7.2792504,112.8024704,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:25","Wed, 07 Oct 2020, 16:09:58",7.264,2 (Full),83,8EFC1D05
0.00,0,0.00,0,0,0,74,182,3.888,64,5.071,34,358,1,-7.2795064,112.802496,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:22","Wed, 07 Oct 2020, 16:09:55",7.263,2 (Full),83,FBE01453
0.00,0,0.00,0,0,0,71,185,3.888,61,5.071,31,356,1,-7.2797848,112.8025088,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:19","Wed, 07 Oct 2020, 16:09:52",7.262,2 (Full),83,EB6B83DB
0.00,0,0.00,0,0,0,68,188,3.888,70,5.071,19,358,1,-7.2799824,112.8025088,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:16","Wed, 07 Oct 2020, 16:09:47",7.261,2 (Full),83,29C93DAC
0.00,0,0.00,0,0,0,65,191,3.888,67,5.071,15,358,1,-7.2801144,112.8025088,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:13","Wed, 07 Oct 2020, 16:09:43",7.260,2 (Full),83,8DBA2019
0.00,0,0.00,0,0,0,62,194,3.888,74,5.071,21,356,1,-7.2802704,112.8025088,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:10","Wed, 07 Oct 2020, 16:09:24",7.259,2 (Full),83,8EB08080
0.00,0,0.00,0,0,0,59,197,3.888,83,5.071,22,358,1,-7.2804424,112.8025216,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:07","Wed, 07 Oct 2020, 16:09:21",7.258,2 (Full),83,5F0F932D
0.00,0,0.00,0,0,0,56,200,3.888,83,5.071,22,356,1,-7.28062,112.8025216,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:04","Wed, 07 Oct 2020, 16:09:15",7.257,2 (Full),83,B464A58C
0.00,0,0.00,0,0,0,53,203,3.888,93,5.071,22,354,1,-7.2807976,112.8025344,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:04:01","Wed, 07 Oct 2020, 16:09:11",7.256,2 (Full),83,D37202A0
0.00,0,0.00,0,0,0,50,206,3.870,74,5.071,19,350,1,-7.280968,112.80256,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:58","Wed, 07 Oct 2020, 16:09:08",7.255,2 (Full),83,BCB4BE9A
0.00,0,0.00,0,0,0,47,209,3.888,74,5.071,17,346,1,-7.2811072,112.8025728,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:55","Wed, 07 Oct 2020, 16:09:05",7.254,2 (Full),83,5EAD0560
0.00,0,0.00,0,0,0,44,212,3.888,70,5.071,16,344,1,-7.2812496,112.8025984,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:52","Wed, 07 Oct 2020, 16:09:01",7.253,2 (Full),83,7ED29D93
0.00,0,0.00,0,0,0,41,215,3.888,74,5.071,17,352,1,-7.281392,112.8026368,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:49","Wed, 07 Oct 2020, 16:08:58",7.252,2 (Full),83,923DE92B
0.00,0,0.00,0,0,0,38,218,3.888,80,5.071,14,0,1,-7.2815328,112.8026496,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:46","Wed, 07 Oct 2020, 16:08:55",7.251,2 (Full),83,D53C23D5
0.00,0,0.00,0,0,0,35,221,3.888,90,5.071,21,350,1,-7.2816816,112.8026368,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:43","Wed, 07 Oct 2020, 16:08:52",7.250,2 (Full),83,8751D288
0.00,0,0.00,0,0,0,32,224,3.888,93,5.071,20,350,1,-7.2818592,112.8026624,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:40","Wed, 07 Oct 2020, 16:08:49",7.249,2 (Full),83,ED6DFEB3
0.00,0,0.00,0,0,0,29,227,3.888,93,5.071,18,352,1,-7.2820312,112.802688,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:37","Wed, 07 Oct 2020, 16:08:43",7.248,2 (Full),83,E4294A10
0.00,0,0.00,0,0,0,26,230,3.888,67,5.071,18,352,1,-7.2822088,112.8027008,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:34","Wed, 07 Oct 2020, 16:08:41",7.247,2 (Full),83,363CAE56
0.00,0,0.00,0,0,0,23,233,3.870,67,5.071,21,354,1,-7.282376,112.8027136,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:31","Wed, 07 Oct 2020, 16:08:37",7.246,2 (Full),83,ECC1B267
0.00,0,0.00,0,0,0,20,236,3.888,67,5.071,17,348,1,-7.2825496,112.8027136,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:28","Wed, 07 Oct 2020, 16:08:30",7.245,2 (Full),83,23AD3581
0.00,0,0.00,0,0,0,17,239,3.888,67,5.071,16,344,1,-7.2826864,112.8027392,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:25","Wed, 07 Oct 2020, 16:08:28",7.244,2 (Full),83,B74E8F86
0.00,0,0.00,0,0,0,14,242,3.888,67,5.071,16,354,1,-7.2828304,112.802752,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:22","Wed, 07 Oct 2020, 16:08:25",7.243,2 (Full),83,AB03C923
0.00,0,0.00,0,0,0,11,245,3.888,67,5.071,12,356,1,-7.2829768,112.8027648,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:19","Wed, 07 Oct 2020, 16:08:21",7.242,2 (Full),83,A1A6AF3F
0.00,0,0.00,0,0,0,8,248,3.888,67,5.071,18,0,1,-7.2831168,112.8027648,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:16","Wed, 07 Oct 2020, 16:08:18",7.241,2 (Full),83,DF15AE66
0.00,0,0.00,0,0,0,5,251,3.906,74,5.071,15,2,1,-7.2832768,112.802752,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:13","Wed, 07 Oct 2020, 16:08:15",7.240,2 (Full),83,DBC874AB
0.00,0,0.00,0,0,0,2,254,3.888,74,5.071,11,4,1,-7.2834152,112.8027136,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:10","Wed, 07 Oct 2020, 16:08:12",7.239,2 (Full),83,98AB1DCA
0.00,0,0.00,0,0,0,255,1,3.906,74,5.071,11,14,1,-7.2835328,112.8027008,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:07","Wed, 07 Oct 2020, 16:08:02",7.238,2 (Full),83,0BBAE215
0.00,0,0.00,0,0,0,252,4,3.906,77,5.071,22,18,1,-7.2836784,112.8026496,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:04","Wed, 07 Oct 2020, 16:08:00",7.237,2 (Full),83,3AEC9292
0.00,0,0.00,0,0,0,249,7,3.870,80,5.071,22,44,1,-7.2838512,112.8025728,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:03:01","Wed, 07 Oct 2020, 16:07:58",7.236,2 (Full),83,AD2CB9F9
0.00,0,0.00,0,0,0,246,10,3.888,70,5.071,26,68,1,-7.2839616,112.8024192,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:58","Wed, 07 Oct 2020, 16:07:55",7.235,2 (Full),83,FADE61BF
0.00,0,0.00,0,0,0,243,13,3.888,80,5.071,29,72,1,-7.2840512,112.8022272,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:55","Wed, 07 Oct 2020, 16:07:52",7.234,2 (Full),83,926774DD
0.00,0,0.00,0,0,0,240,16,3.906,77,5.071,26,64,1,-7.2841336,112.8020224,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:52","Wed, 07 Oct 2020, 16:07:50",7.233,2 (Full),83,D6BA33D5
0.00,0,0.00,0,0,0,237,19,3.888,80,5.071,20,36,1,-7.2842592,112.801856,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:49","Wed, 07 Oct 2020, 16:07:48",7.232,2 (Full),83,A5D4F2DF
0.00,0,0.00,0,0,0,234,22,3.906,80,5.071,30,16,1,-7.2844504,112.8017536,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:46","Wed, 07 Oct 2020, 16:07:45",7.231,2 (Full),83,24325221
0.00,0,0.00,0,0,0,231,25,3.906,80,5.071,27,14,1,-7.2846944,112.8017152,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:43","Wed, 07 Oct 2020, 16:07:42",7.230,2 (Full),83,007F90AD
0.00,0,0.00,0,0,0,228,28,3.888,83,5.071,29,6,1,-7.2849048,112.801664,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:40","Wed, 07 Oct 2020, 16:07:35",7.229,2 (Full),83,BFFF07FE
0.00,0,0.00,0,0,0,225,31,3.906,87,5.071,33,12,1,-7.2851264,112.8016128,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:37","Wed, 07 Oct 2020, 16:07:33",7.228,2 (Full),83,7DD7A7CD
0.00,0,0.00,0,0,0,222,34,3.906,74,5.071,37,16,1,-7.2853864,112.8015232,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:34","Wed, 07 Oct 2020, 16:07:30",7.227,2 (Full),83,EC13DBE9
0.00,0,0.00,0,0,0,219,37,3.906,48,5.071,35,16,1,-7.2856496,112.8014464,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:31","Wed, 07 Oct 2020, 16:07:25",7.226,2 (Full),83,4069BF66
0.00,0,0.00,0,0,0,216,40,3.888,48,5.071,32,14,1,-7.2858896,112.8013696,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:28","Wed, 07 Oct 2020, 16:07:22",7.225,2 (Full),83,A06B1156
0.00,0,0.00,0,0,0,213,43,3.888,48,5.071,30,16,1,-7.2861216,112.8013056,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:25","Wed, 07 Oct 2020, 16:07:18",7.224,2 (Full),83,D337D781
0.00,0,0.00,0,0,0,210,46,3.906,51,5.071,29,22,1,-7.2863432,112.8012416,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:22","Wed, 07 Oct 2020, 16:07:15",7.223,2 (Full),83,E0505300
0.00,0,0.00,0,0,0,207,49,3.870,54,5.070,18,14,1,-7.2865264,112.801152,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:19","Wed, 07 Oct 2020, 16:07:13",7.222,2 (Full),83,76B894AF
0.00,0,0.00,0,0,0,204,52,3.906,54,5.070,4,0,1,-7.2866344,112.801152,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:16","Wed, 07 Oct 2020, 16:07:10",7.221,2 (Full),83,0BFACEF1
0.00,0,0.00,0,0,0,201,55,3.888,61,5.070,1,0,1,-7.2866432,112.8011648,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 16:02:13","Wed, 07 Oct 2020, 16:07:06",7.220,2 (Full),83,A79F454C
