BMS-2 Temperature (Celcius),BMS-2 SoC (%),BMS-1 Temperature (Celcius),BMS-1 SoC (%),Trip B (Km),Trip A (Km),Battery Efficiency (Km/kWh),Range Approximation (Km),Battery Voltage (mVolt),Signal Quality (%),Odometer (Km),Vehicle Speed (Km/hr),GPS Heading (Degree),GPS HDOP,GPS Latitude,GPS Longitude,BMS-2 Current (Ampere),BMS-2 Voltage (Volt),BMS-1 Current (Ampere),BMS-1 Voltage (Volt),Events Group,Driver ID,RTC Log Datetime,RTC Send Datetime,Sequential ID,Frame ID (Type),Size (Bytes),CRC
0.00,0,0.00,0,0,0,177,79,3.942,67,5.060,56,16,1,-7.3348416,112.7296384,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:36:13","Wed, 07 Oct 2020, 15:37:13",6.700,2 (Full),83,4887C1C3
0.00,0,0.00,0,0,0,174,82,3.942,70,5.060,52,14,1,-7.3352384,112.729536,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:36:10","Wed, 07 Oct 2020, 15:37:10",6.699,2 (Full),83,E991A4AA
0.00,0,0.00,0,0,0,171,85,3.942,74,5.060,54,12,1,-7.3356304,112.7294464,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:36:07","Wed, 07 Oct 2020, 15:37:02",6.698,2 (Full),83,0916505E
0.00,0,0.00,0,0,0,168,88,3.924,83,5.060,53,12,1,-7.3360344,112.729344,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:36:04","Wed, 07 Oct 2020, 15:37:00",6.697,2 (Full),83,89863825
0.00,0,0.00,0,0,0,165,91,3.924,90,5.060,50,10,1,-7.3364264,112.7292672,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:36:01","Wed, 07 Oct 2020, 15:36:58",6.696,2 (Full),83,8F96B1F6
0.00,0,0.00,0,0,0,162,94,3.942,100,5.060,50,10,1,-7.3368056,112.7291776,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:58","Wed, 07 Oct 2020, 15:36:55",6.695,2 (Full),83,3B7823D7
0.00,0,0.00,0,0,0,159,97,3.942,100,5.060,47,6,1,-7.3371816,112.7291392,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:55","Wed, 07 Oct 2020, 15:36:52",6.694,2 (Full),83,69DB3A27
0.00,0,0.00,0,0,0,156,100,3.942,90,5.059,46,4,1,-7.337544,112.7291008,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:52","Wed, 07 Oct 2020, 15:36:50",6.693,2 (Full),83,105FA6EC
0.00,0,0.00,0,0,0,153,103,3.942,100,5.059,42,4,1,-7.337888,112.7290752,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:49","Wed, 07 Oct 2020, 15:36:48",6.692,2 (Full),83,CE8823BC
0.00,0,0.00,0,0,0,150,106,3.942,100,5.059,41,2,1,-7.3382008,112.7290496,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:46","Wed, 07 Oct 2020, 15:36:46",6.691,2 (Full),83,74AD69F1
0.00,0,0.00,0,0,0,147,109,3.942,100,5.059,43,2,1,-7.3385312,112.7290496,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:43","Wed, 07 Oct 2020, 15:36:43",6.690,2 (Full),83,408982D9
0.00,0,0.00,0,0,0,144,112,3.942,100,5.059,47,0,1,-7.338876,112.7290368,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:40","Wed, 07 Oct 2020, 15:36:41",6.689,2 (Full),83,1259ABF8
0.00,0,0.00,0,0,0,141,115,3.942,96,5.059,50,0,1,-7.3392512,112.7290368,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:37","Wed, 07 Oct 2020, 15:36:39",6.688,2 (Full),83,8BBD17F0
0.00,0,0.00,0,0,0,138,118,3.942,90,5.059,50,2,1,-7.3396448,112.729024,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:34","Wed, 07 Oct 2020, 15:36:37",6.687,2 (Full),83,B9BC072E
0.00,0,0.00,0,0,0,135,121,3.942,90,5.059,49,0,1,-7.3400296,112.729024,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:31","Wed, 07 Oct 2020, 15:36:34",6.686,2 (Full),83,42B00426
0.00,0,0.00,0,0,0,132,124,3.942,61,5.059,50,0,1,-7.3404064,112.7289984,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:28","Wed, 07 Oct 2020, 15:36:31",6.685,2 (Full),83,C717B54B
0.00,0,0.00,0,0,0,129,127,3.942,61,5.059,48,0,1,-7.3407872,112.7289984,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:25","Wed, 07 Oct 2020, 15:36:28",6.684,2 (Full),83,4CDBA525
0.00,0,0.00,0,0,0,126,130,3.942,83,5.059,48,358,1,-7.3411672,112.7289984,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:22","Wed, 07 Oct 2020, 15:36:25",6.683,2 (Full),83,E6E88D3A
0.00,0,0.00,0,0,0,123,133,3.942,80,5.059,48,358,1,-7.341544,112.7289984,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:19","Wed, 07 Oct 2020, 15:36:23",6.682,2 (Full),83,F9DD51A9
0.00,0,0.00,0,0,0,120,136,3.942,70,5.059,49,0,1,-7.3419168,112.7289984,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:16","Wed, 07 Oct 2020, 15:36:21",6.681,2 (Full),83,1B679B22
0.00,0,0.00,0,0,0,117,139,3.942,70,5.059,49,358,1,-7.3423016,112.7289984,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:13","Wed, 07 Oct 2020, 15:36:18",6.680,2 (Full),83,8D8822A0
0.00,0,0.00,0,0,0,114,142,3.942,90,5.059,50,0,1,-7.342692,112.729024,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:10","Wed, 07 Oct 2020, 15:36:16",6.679,2 (Full),83,FAC8A8B3
0.00,0,0.00,0,0,0,111,145,3.942,90,5.059,51,2,1,-7.343092,112.7289984,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:07","Wed, 07 Oct 2020, 15:36:11",6.678,2 (Full),83,8C4C41B7
0.00,0,0.00,0,0,0,108,148,3.942,87,5.059,46,4,1,-7.3434816,112.7289728,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:04","Wed, 07 Oct 2020, 15:36:08",6.677,2 (Full),83,8F50569C
0.00,0,0.00,0,0,0,105,151,3.942,80,5.059,42,0,1,-7.343848,112.72896,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:35:01","Wed, 07 Oct 2020, 15:36:06",6.676,2 (Full),83,8455C97B
0.00,0,0.00,0,0,0,102,154,3.924,83,5.059,40,358,1,-7.3441928,112.7289344,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:58","Wed, 07 Oct 2020, 15:36:03",6.675,2 (Full),83,A966FAE1
0.00,0,0.00,0,0,0,99,157,3.942,77,5.059,41,358,1,-7.3444928,112.7289216,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:55","Wed, 07 Oct 2020, 15:36:00",6.674,2 (Full),83,7A38B0D9
0.00,0,0.00,0,0,0,96,160,3.942,77,5.059,37,356,1,-7.3448152,112.7289088,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:52","Wed, 07 Oct 2020, 15:35:58",6.673,2 (Full),83,16E89B9F
0.00,0,0.00,0,0,0,93,163,3.942,90,5.059,31,2,1,-7.3451112,112.7288832,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:49","Wed, 07 Oct 2020, 15:35:54",6.672,2 (Full),83,4014D398
0.00,0,0.00,0,0,0,90,166,3.942,83,5.059,22,24,1,-7.3453584,112.728832,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:46","Wed, 07 Oct 2020, 15:35:52",6.671,2 (Full),83,9793EE82
0.00,0,0.00,0,0,0,87,169,3.942,80,5.059,21,58,1,-7.3455432,112.7287552,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:43","Wed, 07 Oct 2020, 15:35:49",6.670,2 (Full),83,32636EA8
0.00,0,0.00,0,0,0,84,172,3.942,77,5.059,23,68,1,-7.345636,112.7286016,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:40","Wed, 07 Oct 2020, 15:35:47",6.669,2 (Full),83,B5B124AA
0.00,0,0.00,0,0,0,81,175,3.942,80,5.059,24,70,1,-7.3457032,112.7284352,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:37","Wed, 07 Oct 2020, 15:35:45",6.668,2 (Full),83,C9C86670
0.00,0,0.00,0,0,0,78,178,3.942,83,5.059,26,72,1,-7.3457616,112.7282432,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:34","Wed, 07 Oct 2020, 15:35:41",6.667,2 (Full),83,BFDBF9D4
0.00,0,0.00,0,0,0,75,181,3.942,100,5.059,31,74,1,-7.3458576,112.7280384,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:31","Wed, 07 Oct 2020, 15:35:39",6.666,2 (Full),83,36B5D341
0.00,0,0.00,0,0,0,72,184,3.942,83,5.059,23,44,1,-7.345976,112.7278464,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:28","Wed, 07 Oct 2020, 15:35:36",6.665,2 (Full),83,AAEFF9D3
0.00,0,0.00,0,0,0,69,187,3.924,80,5.059,19,34,1,-7.3461448,112.7277568,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:25","Wed, 07 Oct 2020, 15:35:32",6.664,2 (Full),83,E0030910
0.00,0,0.00,0,0,0,66,190,3.942,90,5.058,16,28,1,-7.3462656,112.72768,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:22","Wed, 07 Oct 2020, 15:35:30",6.663,2 (Full),83,C5F1CF9B
0.00,0,0.00,0,0,0,63,193,3.942,80,5.058,33,24,1,-7.3464192,112.7276288,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:19","Wed, 07 Oct 2020, 15:35:25",6.662,2 (Full),83,588163F2
0.00,0,0.00,0,0,0,60,196,3.942,87,5.058,42,6,1,-7.3466688,112.7275392,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:16","Wed, 07 Oct 2020, 15:35:23",6.661,2 (Full),83,0BF1776C
0.00,0,0.00,0,0,0,57,199,3.942,83,5.058,38,352,1,-7.346976,112.7275136,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:13","Wed, 07 Oct 2020, 15:35:20",6.660,2 (Full),83,C6E8C9A3
0.00,0,0.00,0,0,0,54,202,3.942,74,5.058,36,340,1,-7.347252,112.7275648,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:10","Wed, 07 Oct 2020, 15:35:17",6.659,2 (Full),83,85E5C9EB
0.00,0,0.00,0,0,0,51,205,3.942,96,5.058,36,322,1,-7.3474968,112.7277056,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:07","Wed, 07 Oct 2020, 15:35:12",6.658,2 (Full),83,64BF9FAA
0.00,0,0.00,0,0,0,48,208,3.942,96,5.058,34,314,1,-7.3477,112.7278848,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:04","Wed, 07 Oct 2020, 15:35:09",6.657,2 (Full),83,8ED72DED
0.00,0,0.00,0,0,0,45,211,3.942,74,5.058,31,310,1,-7.3478864,112.7280768,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:34:01","Wed, 07 Oct 2020, 15:35:06",6.656,2 (Full),83,BB9086C2
0.00,0,0.00,0,0,0,42,214,3.942,74,5.058,31,298,1,-7.3480192,112.7282688,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:58","Wed, 07 Oct 2020, 15:35:04",6.655,2 (Full),83,572F7152
0.00,0,0.00,0,0,0,39,217,3.924,96,5.058,26,284,1,-7.348104,112.7284736,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:55","Wed, 07 Oct 2020, 15:35:00",6.654,2 (Full),83,610D7BAC
0.00,0,0.00,0,0,0,36,220,3.942,70,5.058,27,284,1,-7.3481608,112.7286784,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:52","Wed, 07 Oct 2020, 15:34:57",6.653,2 (Full),83,57B7DF9D
0.00,0,0.00,0,0,0,33,223,3.942,67,5.058,24,314,1,-7.348252,112.7288576,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:49","Wed, 07 Oct 2020, 15:34:55",6.652,2 (Full),83,83C2E4DA
0.00,0,0.00,0,0,0,30,226,3.942,64,5.058,32,330,1,-7.3484472,112.7289856,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:46","Wed, 07 Oct 2020, 15:34:52",6.651,2 (Full),83,62137CC4
0.00,0,0.00,0,0,0,27,229,3.942,54,5.058,39,344,1,-7.3487072,112.7291008,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:43","Wed, 07 Oct 2020, 15:34:50",6.650,2 (Full),83,A5AF32EF
0.00,0,0.00,0,0,0,24,232,3.942,54,5.058,34,358,1,-7.3490296,112.729152,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:40","Wed, 07 Oct 2020, 15:34:47",6.649,2 (Full),83,A7CDC0FA
0.00,0,0.00,0,0,0,21,235,3.942,64,5.058,39,358,1,-7.3493472,112.7291776,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:37","Wed, 07 Oct 2020, 15:34:44",6.648,2 (Full),83,BBD1A72A
0.00,0,0.00,0,0,0,18,238,3.942,61,5.058,41,2,1,-7.3496704,112.7291648,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:34","Wed, 07 Oct 2020, 15:34:42",6.647,2 (Full),83,BE2C5C94
0.00,0,0.00,0,0,0,15,241,3.942,51,5.058,41,0,1,-7.349992,112.7291648,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:31","Wed, 07 Oct 2020, 15:34:39",6.646,2 (Full),83,3371B5DD
0.00,0,0.00,0,0,0,12,244,3.942,54,5.058,43,0,1,-7.3503256,112.729152,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:28","Wed, 07 Oct 2020, 15:34:36",6.645,2 (Full),83,5A41E571
0.00,0,0.00,0,0,0,9,247,3.942,58,5.058,41,2,1,-7.3506528,112.729152,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:25","Wed, 07 Oct 2020, 15:34:33",6.644,2 (Full),83,AAADE6B6
0.00,0,0.00,0,0,0,6,250,3.942,64,5.058,32,2,1,-7.3509376,112.7291392,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:22","Wed, 07 Oct 2020, 15:34:29",6.643,2 (Full),83,0B645FC0
0.00,0,0.00,0,0,0,3,253,3.942,61,5.058,24,4,1,-7.351164,112.7291136,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:19","Wed, 07 Oct 2020, 15:34:27",6.642,2 (Full),83,5BD206C7
0.00,0,0.00,0,0,0,0,0,3.942,61,5.058,26,6,1,-7.3513568,112.7291008,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:16","Wed, 07 Oct 2020, 15:34:24",6.641,2 (Full),83,F0E994AA
0.00,0,0.00,0,0,0,253,3,3.960,58,5.058,39,4,1,-7.3516056,112.729088,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:13","Wed, 07 Oct 2020, 15:34:21",6.640,2 (Full),83,7AED233F
0.00,0,0.00,0,0,0,250,6,3.942,74,5.058,44,2,1,-7.3519104,112.7290496,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:10","Wed, 07 Oct 2020, 15:34:18",6.639,2 (Full),83,A8E94035
0.00,0,0.00,0,0,0,247,9,3.942,74,5.058,44,6,1,-7.3522504,112.729024,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:07","Wed, 07 Oct 2020, 15:34:15",6.638,2 (Full),83,0C988439
0.00,0,0.00,0,0,0,244,12,3.942,74,5.058,41,2,1,-7.3525712,112.7289856,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:04","Wed, 07 Oct 2020, 15:34:12",6.637,2 (Full),83,B250CABD
0.00,0,0.00,0,0,0,241,15,3.942,87,5.058,37,356,1,-7.3528696,112.7289856,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:33:01","Wed, 07 Oct 2020, 15:34:09",6.636,2 (Full),83,4EFA2DCA
0.00,0,0.00,0,0,0,238,18,3.942,87,5.058,41,354,1,-7.3531648,112.7289984,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:58","Wed, 07 Oct 2020, 15:34:04",6.635,2 (Full),83,04F2B1AB
0.00,0,0.00,0,0,0,235,21,3.942,83,5.058,47,356,1,-7.3535024,112.7290368,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:55","Wed, 07 Oct 2020, 15:34:02",6.634,2 (Full),83,B7C2B69D
0.00,0,0.00,0,0,0,232,24,3.942,83,5.058,45,352,1,-7.3538616,112.7290752,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:52","Wed, 07 Oct 2020, 15:33:58",6.633,2 (Full),83,52428E3A
0.00,0,0.00,0,0,0,229,27,3.942,74,5.058,41,358,1,-7.3542,112.7291008,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:49","Wed, 07 Oct 2020, 15:33:55",6.632,2 (Full),83,9353250D
0.00,0,0.00,0,0,0,226,30,3.942,70,5.058,36,358,1,-7.3544952,112.729088,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:46","Wed, 07 Oct 2020, 15:33:52",6.631,2 (Full),83,CD5CF548
0.00,0,0.00,0,0,0,223,33,3.924,61,5.058,35,358,1,-7.3547616,112.7291008,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:43","Wed, 07 Oct 2020, 15:33:49",6.630,2 (Full),83,99A0F12E
0.00,0,0.00,0,0,0,220,36,3.942,58,5.058,39,358,1,-7.3550512,112.7291008,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:40","Wed, 07 Oct 2020, 15:33:46",6.629,2 (Full),83,0D3126DE
0.00,0,0.00,0,0,0,217,39,3.960,67,5.057,37,0,1,-7.3553496,112.7291008,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:37","Wed, 07 Oct 2020, 15:33:44",6.628,2 (Full),83,E5976C43
0.00,0,0.00,0,0,0,214,42,3.960,61,5.057,30,0,1,-7.3556216,112.7291008,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:34","Wed, 07 Oct 2020, 15:33:40",6.627,2 (Full),83,C4EDB1D9
0.00,0,0.00,0,0,0,211,45,3.942,48,5.057,34,358,1,-7.3558608,112.7291008,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:31","Wed, 07 Oct 2020, 15:33:37",6.626,2 (Full),83,B5AC263D
0.00,0,0.00,0,0,0,208,48,3.942,48,5.057,38,358,1,-7.3561392,112.7291136,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:28","Wed, 07 Oct 2020, 15:33:34",6.625,2 (Full),83,9C1031E5
0.00,0,0.00,0,0,0,205,51,3.942,48,5.057,39,356,1,-7.3564344,112.7291136,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:25","Wed, 07 Oct 2020, 15:33:31",6.624,2 (Full),83,3B1BCA1A
0.00,0,0.00,0,0,0,202,54,3.960,54,5.057,45,0,1,-7.3567632,112.7291136,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:22","Wed, 07 Oct 2020, 15:33:28",6.623,2 (Full),83,E64F3E64
0.00,0,0.00,0,0,0,199,57,3.960,61,5.057,51,0,1,-7.3571392,112.7291136,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:19","Wed, 07 Oct 2020, 15:33:25",6.622,2 (Full),83,3AEE5279
0.00,0,0.00,0,0,0,196,60,3.942,54,5.057,55,358,1,-7.3575384,112.7291136,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:16","Wed, 07 Oct 2020, 15:33:23",6.621,2 (Full),83,08A4B4CD
0.00,0,0.00,0,0,0,193,63,3.942,61,5.057,56,358,1,-7.35796,112.7291136,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:13","Wed, 07 Oct 2020, 15:33:20",6.620,2 (Full),83,B885B8B1
0.00,0,0.00,0,0,0,190,66,3.960,58,5.057,58,358,1,-7.3584024,112.7291392,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:10","Wed, 07 Oct 2020, 15:33:16",6.619,2 (Full),83,8096FD9D
0.00,0,0.00,0,0,0,187,69,3.942,74,5.057,60,354,1,-7.3588432,112.7291392,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:07","Wed, 07 Oct 2020, 15:33:14",6.618,2 (Full),83,808CCA4B
0.00,0,0.00,0,0,0,184,72,3.960,74,5.057,60,358,1,-7.3592864,112.729152,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:04","Wed, 07 Oct 2020, 15:33:11",6.617,2 (Full),83,99AE127E
0.00,0,0.00,0,0,0,181,75,3.960,74,5.057,57,358,1,-7.3597312,112.729152,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:32:01","Wed, 07 Oct 2020, 15:33:06",6.616,2 (Full),83,6D59E718
0.00,0,0.00,0,0,0,178,78,3.942,77,5.057,55,356,1,-7.3601656,112.729152,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:58","Wed, 07 Oct 2020, 15:33:03",6.615,2 (Full),83,DBD72585
0.00,0,0.00,0,0,0,175,81,3.942,90,5.057,51,356,1,-7.3605744,112.7291648,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:55","Wed, 07 Oct 2020, 15:33:00",6.614,2 (Full),83,505BC5C0
0.00,0,0.00,0,0,0,172,84,3.942,87,5.057,47,354,1,-7.3609424,112.7292032,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:52","Wed, 07 Oct 2020, 15:32:57",6.613,2 (Full),83,C841E08C
0.00,0,0.00,0,0,0,169,87,3.960,77,5.057,39,358,1,-7.3612768,112.729216,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:49","Wed, 07 Oct 2020, 15:32:55",6.612,2 (Full),83,9CA30B0B
0.00,0,0.00,0,0,0,166,90,3.942,70,5.057,36,358,1,-7.36156,112.729216,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:46","Wed, 07 Oct 2020, 15:32:51",6.611,2 (Full),83,8B32C19F
0.00,0,0.00,0,0,0,163,93,3.942,67,5.057,40,358,1,-7.3618496,112.7292288,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:43","Wed, 07 Oct 2020, 15:32:48",6.610,2 (Full),83,AA1F4310
0.00,0,0.00,0,0,0,160,96,3.960,64,5.057,37,2,1,-7.3621528,112.7292288,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:40","Wed, 07 Oct 2020, 15:32:45",6.609,2 (Full),83,F98E176B
0.00,0,0.00,0,0,0,157,99,3.942,70,5.057,46,0,1,-7.3624656,112.7292032,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:37","Wed, 07 Oct 2020, 15:32:42",6.608,2 (Full),83,953A3613
0.00,0,0.00,0,0,0,154,102,3.960,77,5.057,47,2,1,-7.3628232,112.7292032,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:34","Wed, 07 Oct 2020, 15:32:40",6.607,2 (Full),83,F2A13B5F
0.00,0,0.00,0,0,0,151,105,3.942,77,5.057,50,2,1,-7.3631904,112.7291776,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:31","Wed, 07 Oct 2020, 15:32:37",6.606,2 (Full),83,558697FC
0.00,0,0.00,0,0,0,148,108,3.960,87,5.057,47,358,1,-7.3635608,112.7291776,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:28","Wed, 07 Oct 2020, 15:32:35",6.605,2 (Full),83,3EAECD74
0.00,0,0.00,0,0,0,145,111,3.942,77,5.057,47,0,1,-7.3639264,112.7291776,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:25","Wed, 07 Oct 2020, 15:32:32",6.604,2 (Full),83,E7B86A98
0.00,0,0.00,0,0,0,142,114,3.942,87,5.057,49,2,1,-7.3642936,112.7291648,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:22","Wed, 07 Oct 2020, 15:32:24",6.603,2 (Full),83,06913C51
0.00,0,0.00,0,0,0,139,117,3.906,87,5.056,50,0,1,-7.3646728,112.7291648,0.00,0.00,0.00,0.00,0000000000000060,NONE,"Wed, 07 Oct 2020, 15:31:19","Wed, 07 Oct 2020, 15:32:20",6.602,2 (Full),83,C5EA13B5
