BMS-2 Temperature (Celcius),BMS-2 SoC (%),BMS-1 Temperature (Celcius),BMS-1 SoC (%),Trip B (Km),Trip A (Km),Battery Efficiency (Km/kWh),Range Approximation (Km),Battery Voltage (mVolt),Signal Quality (%),Odometer2 (m),Odometer (Km),Vehicle Speed (Km/hr),GPS Heading (Degree),GPS VDOP,GPS HDOP,GPS Altitude (m),GPS Latitude,GPS Longitude,BMS-2 Current (Ampere),BMS-2 Voltage (Volt),BMS-1 Current (Ampere),BMS-1 Voltage (Volt),Events Group,Driver ID,RTC Log Datetime,RTC Send Datetime,Sequential ID,Frame ID (Type),Size (Bytes),CRC
0.00,0,0.00,0,0,0,157,99,3.978,67,18.279,5.128,24,186,1,1,1.1,-7.435556,112.6874496,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:49:14","Tue, 13 Oct 2020, 14:49:14",20.260,2 (Full),92,BC79EDC5
0.00,0,0.00,0,0,0,152,104,3.960,77,18.244,5.128,14,108,1,1,1.6,-7.4352784,112.6874368,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:49:09","Tue, 13 Oct 2020, 14:49:11",20.259,2 (Full),92,EA59DE84
0.00,0,0.00,0,0,0,147,109,3.978,74,18.244,5.128,15,168,1,1,1.5,-7.43524,112.6873344,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:49:04","Tue, 13 Oct 2020, 14:49:05",20.258,2 (Full),92,705AF34F
0.00,0,0.00,0,0,0,142,114,3.978,74,18.225,5.128,16,188,1,1,1.4,-7.4349376,112.6873344,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:48:59","Tue, 13 Oct 2020, 14:49:00",20.257,2 (Full),92,691B042A
0.00,0,0.00,0,0,0,137,119,3.978,77,18.203,5.128,35,180,1,1,1.2,-7.4345216,112.6873728,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:48:54","Tue, 13 Oct 2020, 14:48:54",20.256,2 (Full),92,D9BEB684
0.00,0,0.00,0,0,0,132,124,3.978,83,18.174,5.127,35,184,1,1,1.1,-7.4342528,112.6873856,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:48:49","Tue, 13 Oct 2020, 14:48:49",20.255,2 (Full),92,9717F532
0.00,0,0.00,0,0,0,127,129,3.978,93,18.118,5.127,33,200,1,1,0.7,-7.4337408,112.6874496,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:48:44","Tue, 13 Oct 2020, 14:48:44",20.254,2 (Full),92,62B55C6B
0.00,0,0.00,0,0,0,122,134,3.978,90,18.061,5.127,34,206,1,1,0.7,-7.4332536,112.6876544,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:48:39","Tue, 13 Oct 2020, 14:48:40",20.253,2 (Full),92,5712466D
0.00,0,0.00,0,0,0,117,139,3.978,77,18.033,5.127,32,202,1,1,0.6,-7.4330224,112.6877696,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:48:34","Tue, 13 Oct 2020, 14:48:35",20.252,2 (Full),92,E4D53A03
0.00,0,0.00,0,0,0,112,144,3.978,77,17.981,5.127,27,214,1,1,0.5,-7.4326104,112.6879872,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:48:29","Tue, 13 Oct 2020, 14:48:30",20.251,2 (Full),92,4D0D59B6
0.00,0,0.00,0,0,0,107,149,3.978,77,17.936,5.127,20,214,1,1,0.9,-7.4322664,112.6882048,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:48:24","Tue, 13 Oct 2020, 14:48:24",20.250,2 (Full),92,E0D1FE54
0.00,0,0.00,0,0,0,102,154,3.978,93,17.919,5.127,12,210,1,1,1.1,-7.4321584,112.6882816,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:48:19","Tue, 13 Oct 2020, 14:48:20",20.249,2 (Full),92,E27854E7
0.00,0,0.00,0,0,0,97,159,3.978,67,17.903,5.127,21,206,1,1,1.2,-7.4319304,112.6883968,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:48:14","Tue, 13 Oct 2020, 14:48:15",20.248,2 (Full),92,45559AAE
0.00,0,0.00,0,0,0,92,164,3.978,80,17.886,5.127,3,0,1,1,1.3,-7.431712,112.688512,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:48:09","Tue, 13 Oct 2020, 14:48:10",20.247,2 (Full),92,6D772C68
0.00,0,0.00,0,0,0,87,169,3.978,74,17.886,5.127,0,0,1,1,1.2,-7.4316984,112.688512,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:48:04","Tue, 13 Oct 2020, 14:48:05",20.246,2 (Full),92,96718A76
0.00,0,0.00,0,0,0,82,174,3.978,77,17.886,5.127,0,0,1,1,1.1,-7.4316928,112.688512,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:47:59","Tue, 13 Oct 2020, 14:47:59",20.245,2 (Full),92,89A848DF
0.00,0,0.00,0,0,0,77,179,3.978,87,17.886,5.127,12,208,1,1,0.9,-7.4316424,112.6885248,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:47:54","Tue, 13 Oct 2020, 14:47:55",20.244,2 (Full),92,08C6A41C
0.00,0,0.00,0,0,0,72,184,3.978,90,17.886,5.127,14,204,1,1,0.8,-7.4315448,112.688576,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:47:49","Tue, 13 Oct 2020, 14:47:50",20.243,2 (Full),92,8A99272B
0.00,0,0.00,0,0,0,67,189,3.960,74,17.886,5.127,12,200,2,1,0.6,-7.4313568,112.6886528,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:47:44","Tue, 13 Oct 2020, 14:47:47",20.242,2 (Full),92,84824024
0.00,0,0.00,0,0,0,62,194,3.996,74,17.886,5.127,14,212,1,1,0.5,-7.431152,112.6887552,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:47:39","Tue, 13 Oct 2020, 14:47:44",20.241,2 (Full),92,1660C5AC
0.00,0,0.00,0,0,0,57,199,3.978,100,17.886,5.127,15,204,1,1,0.6,-7.4310424,112.688832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:47:34","Tue, 13 Oct 2020, 14:47:36",20.240,2 (Full),92,52E59427
0.00,0,0.00,0,0,0,52,204,3.978,100,17.869,5.127,14,210,2,1,1.1,-7.4307944,112.6889344,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:47:29","Tue, 13 Oct 2020, 14:47:29",20.239,2 (Full),92,C6188DC1
0.00,0,0.00,0,0,0,47,209,3.978,100,17.869,5.127,4,200,2,1,1.2,-7.4306672,112.6889856,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:47:24","Tue, 13 Oct 2020, 14:47:25",20.238,2 (Full),92,B49F54F0
0.00,0,0.00,0,0,0,42,214,3.960,74,17.869,5.127,7,186,2,1,1.1,-7.4306208,112.6889984,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:47:19","Tue, 13 Oct 2020, 14:47:20",20.237,2 (Full),92,B4FCB904
0.00,0,0.00,0,0,0,37,219,3.978,74,17.869,5.127,11,116,1,1,1,-7.4305096,112.688896,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:47:14","Tue, 13 Oct 2020, 14:47:14",20.236,2 (Full),92,1CBE2A29
0.00,0,0.00,0,0,0,32,224,3.978,80,17.869,5.127,10,118,1,1,0.5,-7.4304504,112.6887552,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:47:09","Tue, 13 Oct 2020, 14:47:11",20.235,2 (Full),92,65161F72
0.00,0,0.00,0,0,0,27,229,3.978,80,17.869,5.127,12,112,2,1,0.7,-7.4303976,112.6886528,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:47:04","Tue, 13 Oct 2020, 14:47:05",20.234,2 (Full),92,18A63F52
0.00,0,0.00,0,0,0,22,234,3.978,83,17.869,5.127,9,106,2,1,0.6,-7.4303416,112.6885504,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:46:59","Tue, 13 Oct 2020, 14:47:00",20.233,2 (Full),92,B046770B
0.00,0,0.00,0,0,0,17,239,3.978,93,17.869,5.127,20,96,2,1,0.8,-7.4302816,112.6883328,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:46:54","Tue, 13 Oct 2020, 14:46:55",20.232,2 (Full),92,B70708AD
0.00,0,0.00,0,0,0,12,244,3.978,77,17.853,5.127,14,94,2,1,0.7,-7.4302512,112.688192,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:46:49","Tue, 13 Oct 2020, 14:46:49",20.231,2 (Full),92,B28F2C80
0.00,0,0.00,0,0,0,7,249,3.978,67,17.853,5.127,18,92,1,1,1.2,-7.4302376,112.6879488,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:46:44","Tue, 13 Oct 2020, 14:46:45",20.230,2 (Full),92,02458DF3
0.00,0,0.00,0,0,0,2,254,3.978,70,17.822,5.127,12,64,1,1,1.4,-7.4302288,112.6876416,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:46:39","Tue, 13 Oct 2020, 14:46:39",20.229,2 (Full),92,EB091BC8
0.00,0,0.00,0,0,0,253,3,3.978,70,17.822,5.127,2,4,1,1,1.3,-7.4302496,112.6876032,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:46:34","Tue, 13 Oct 2020, 14:46:35",20.228,2 (Full),92,32796F3D
0.00,0,0.00,0,0,0,248,8,3.978,70,17.822,5.127,5,182,2,1,0.9,-7.4302256,112.6876032,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:46:29","Tue, 13 Oct 2020, 14:46:29",20.227,2 (Full),92,E3DB2FCB
0.00,0,0.00,0,0,0,243,13,3.978,70,17.822,5.127,22,178,1,1,0.5,-7.4300448,112.6876032,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:46:24","Tue, 13 Oct 2020, 14:46:25",20.226,2 (Full),92,0F34E95E
0.00,0,0.00,0,0,0,238,18,3.978,77,17.804,5.127,27,176,1,1,0.1,-7.4298504,112.6876032,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:46:19","Tue, 13 Oct 2020, 14:46:19",20.225,2 (Full),92,58A1A16B
0.00,0,0.00,0,0,0,233,23,3.978,87,17.763,5.127,22,174,1,1,0.1,-7.4294832,112.6875776,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:46:14","Tue, 13 Oct 2020, 14:46:14",20.224,2 (Full),92,479B5B55
0.00,0,0.00,0,0,0,228,28,3.978,93,17.726,5.127,26,176,2,1,0,-7.4290976,112.6875264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:46:09","Tue, 13 Oct 2020, 14:46:10",20.223,2 (Full),92,D93899B8
0.00,0,0.00,0,0,0,223,33,3.978,93,17.704,5.127,26,176,2,1,0,-7.4288912,112.6875264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:46:04","Tue, 13 Oct 2020, 14:46:04",20.222,2 (Full),92,0DC8590A
0.00,0,0.00,0,0,0,218,38,3.978,83,17.660,5.127,27,172,2,1,0.4,-7.4284656,112.687488,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:45:59","Tue, 13 Oct 2020, 14:46:00",20.221,2 (Full),92,54968A06
0.00,0,0.00,0,0,0,213,43,3.978,74,17.621,5.127,15,182,2,1,0.8,-7.4281048,112.687488,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:45:54","Tue, 13 Oct 2020, 14:45:55",20.220,2 (Full),92,F9628DCE
0.00,0,0.00,0,0,0,208,48,3.978,70,17.621,5.127,21,184,2,1,1.4,-7.4279776,112.687488,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:45:49","Tue, 13 Oct 2020, 14:45:50",20.219,2 (Full),92,6B4DEAAC
0.00,0,0.00,0,0,0,203,53,3.978,70,17.582,5.127,26,196,2,1,1.7,-7.4275928,112.6875648,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:45:44","Tue, 13 Oct 2020, 14:45:44",20.218,2 (Full),92,1A5B6239
0.00,0,0.00,0,0,0,198,58,3.978,74,17.538,5.127,25,194,2,1,1.8,-7.4272128,112.68768,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:45:39","Tue, 13 Oct 2020, 14:45:40",20.217,2 (Full),92,82B9471D
0.00,0,0.00,0,0,0,193,63,3.978,70,17.518,5.127,20,188,2,1,1.9,-7.4270352,112.6877184,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:45:34","Tue, 13 Oct 2020, 14:45:35",20.216,2 (Full),92,AF96D8E8
0.00,0,0.00,0,0,0,188,68,3.978,70,17.502,5.127,19,184,2,1,1.9,-7.4267712,112.6877312,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:45:29","Tue, 13 Oct 2020, 14:45:29",20.215,2 (Full),92,218BECAB
0.00,0,0.00,0,0,0,183,73,3.978,64,17.471,5.127,17,180,1,1,1.5,-7.4264976,112.687744,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:45:24","Tue, 13 Oct 2020, 14:45:24",20.214,2 (Full),92,535051C3
0.00,0,0.00,0,0,0,178,78,3.978,58,17.471,5.127,19,180,2,1,1.3,-7.4263712,112.6877568,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:45:19","Tue, 13 Oct 2020, 14:45:20",20.213,2 (Full),92,6E83D352
0.00,0,0.00,0,0,0,173,83,3.978,58,17.433,5.127,27,186,2,1,1.2,-7.4259904,112.6877696,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:45:14","Tue, 13 Oct 2020, 14:45:14",20.212,2 (Full),92,70620266
0.00,0,0.00,0,0,0,168,88,3.978,54,17.388,5.127,24,174,2,1,1.9,-7.425584,112.6877696,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:45:09","Tue, 13 Oct 2020, 14:45:10",20.211,2 (Full),92,607B17FA
0.00,0,0.00,0,0,0,163,93,3.978,48,17.368,5.127,24,164,2,1,2.1,-7.4254104,112.687744,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:45:04","Tue, 13 Oct 2020, 14:45:04",20.210,2 (Full),92,032BE11C
0.00,0,0.00,0,0,0,158,98,3.978,48,17.327,5.127,25,170,2,1,2.2,-7.4250328,112.6876416,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:44:59","Tue, 13 Oct 2020, 14:44:59",20.209,2 (Full),92,CD7FF6FE
0.00,0,0.00,0,0,0,153,103,3.978,51,17.286,5.127,24,168,2,1,2.5,-7.42466,112.6875648,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:44:54","Tue, 13 Oct 2020, 14:44:55",20.208,2 (Full),92,748101EA
0.00,0,0.00,0,0,0,148,108,3.978,58,17.266,5.127,21,174,1,1,2.4,-7.4244856,112.6875264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:44:49","Tue, 13 Oct 2020, 14:44:50",20.207,2 (Full),92,1243D483
0.00,0,0.00,0,0,0,143,113,3.978,61,17.232,5.127,14,128,1,1,2.3,-7.4241984,112.687488,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:44:44","Tue, 13 Oct 2020, 14:44:45",20.206,2 (Full),92,48AC699B
0.00,0,0.00,0,0,0,138,118,3.978,64,17.232,5.127,17,98,1,1,2.4,-7.4241192,112.6872448,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:44:39","Tue, 13 Oct 2020, 14:44:39",20.205,2 (Full),92,58C15B3C
0.00,0,0.00,0,0,0,133,123,3.978,74,17.232,5.127,13,138,2,1,2.2,-7.424104,112.6871168,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:44:34","Tue, 13 Oct 2020, 14:44:35",20.204,2 (Full),92,13932F69
0.00,0,0.00,0,0,0,128,128,3.978,80,17.232,5.127,21,190,2,1,1.8,-7.4238512,112.6870912,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:44:29","Tue, 13 Oct 2020, 14:44:29",20.203,2 (Full),92,E272189B
0.00,0,0.00,0,0,0,123,133,3.978,67,17.215,5.127,13,196,1,1,1.8,-7.4235904,112.687168,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:44:24","Tue, 13 Oct 2020, 14:44:25",20.202,2 (Full),92,6BC6CAA1
0.00,0,0.00,0,0,0,118,138,3.978,74,17.215,5.127,15,190,1,1,1.6,-7.4234872,112.6872064,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:44:19","Tue, 13 Oct 2020, 14:44:20",20.201,2 (Full),92,4D00F55B
0.00,0,0.00,0,0,0,113,143,3.978,74,17.215,5.127,7,274,1,1,1.7,-7.4233408,112.6872704,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:44:14","Tue, 13 Oct 2020, 14:44:15",20.200,2 (Full),92,819DCFE3
0.00,0,0.00,0,0,0,108,148,3.978,87,17.215,5.127,25,270,1,1,1.8,-7.4233424,112.6874752,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:44:09","Tue, 13 Oct 2020, 14:44:09",20.199,2 (Full),92,B63F7DA7
0.00,0,0.00,0,0,0,103,153,3.978,77,17.194,5.127,31,270,1,1,1.8,-7.4233488,112.6876544,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:44:04","Tue, 13 Oct 2020, 14:44:05",20.198,2 (Full),92,23FCCD9F
0.00,0,0.00,0,0,0,98,158,3.978,70,17.139,5.126,36,268,1,1,1.8,-7.4233544,112.6882048,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:43:59","Tue, 13 Oct 2020, 14:43:59",20.197,2 (Full),92,662A01BA
0.00,0,0.00,0,0,0,93,163,3.978,74,17.078,5.126,37,268,1,1,1.7,-7.423344,112.6887552,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:43:54","Tue, 13 Oct 2020, 14:43:55",20.196,2 (Full),92,A046B22C
0.00,0,0.00,0,0,0,88,168,3.978,74,17.047,5.126,37,268,1,1,1.7,-7.42334,112.6890496,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:43:49","Tue, 13 Oct 2020, 14:43:50",20.195,2 (Full),92,08145E33
0.00,0,0.00,0,0,0,83,173,3.978,80,16.986,5.126,36,268,1,1,1.7,-7.4233248,112.6896,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:43:44","Tue, 13 Oct 2020, 14:43:45",20.194,2 (Full),92,D357C3BD
0.00,0,0.00,0,0,0,78,178,3.996,87,16.927,5.126,34,270,1,1,1.8,-7.4233152,112.6901376,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:43:39","Tue, 13 Oct 2020, 14:43:39",20.193,2 (Full),92,6F4A6448
0.00,0,0.00,0,0,0,73,183,3.978,80,16.899,5.126,32,268,1,1,1.8,-7.423308,112.6903936,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:43:34","Tue, 13 Oct 2020, 14:43:35",20.192,2 (Full),92,1F6EB661
0.00,0,0.00,0,0,0,68,188,3.996,77,16.848,5.126,27,270,1,1,1.9,-7.4233,112.6908544,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:43:29","Tue, 13 Oct 2020, 14:43:30",20.191,2 (Full),92,21168E58
0.00,0,0.00,0,0,0,63,193,3.978,77,16.802,5.126,28,268,1,1,1.9,-7.423288,112.6912768,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:43:24","Tue, 13 Oct 2020, 14:43:24",20.190,2 (Full),92,137C495F
0.00,0,0.00,0,0,0,58,198,3.996,70,16.779,5.126,29,268,1,1,1.9,-7.423284,112.6914944,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:43:19","Tue, 13 Oct 2020, 14:43:20",20.189,2 (Full),92,A80B0DD0
0.00,0,0.00,0,0,0,53,203,3.996,83,16.732,5.126,24,268,1,1,2.2,-7.4232744,112.691904,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:43:14","Tue, 13 Oct 2020, 14:43:15",20.188,2 (Full),92,54DACE56
0.00,0,0.00,0,0,0,48,208,3.978,90,16.692,5.126,28,270,1,1,2.5,-7.4232704,112.6923008,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:43:09","Tue, 13 Oct 2020, 14:43:10",20.187,2 (Full),92,EF74E473
0.00,0,0.00,0,0,0,43,213,3.978,70,16.669,5.126,26,272,1,1,2.6,-7.42328,112.6925184,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:43:04","Tue, 13 Oct 2020, 14:43:05",20.186,2 (Full),92,41C45379
0.00,0,0.00,0,0,0,38,218,3.996,77,16.629,5.126,17,266,1,1,2.7,-7.42328,112.6928768,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:42:59","Tue, 13 Oct 2020, 14:42:59",20.185,2 (Full),92,ABC07CA8
0.00,0,0.00,0,0,0,33,223,3.996,77,16.629,5.126,17,272,1,1,2.3,-7.423276,112.6931328,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:42:54","Tue, 13 Oct 2020, 14:42:56",20.184,2 (Full),92,E291F64C
0.00,0,0.00,0,0,0,28,228,3.978,70,16.629,5.126,20,270,1,1,2.2,-7.4232792,112.6932608,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:42:49","Tue, 13 Oct 2020, 14:42:50",20.183,2 (Full),92,BADC35AC
0.00,0,0.00,0,0,0,23,233,3.978,70,16.592,5.126,24,260,1,1,2.1,-7.4232512,112.693632,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:42:44","Tue, 13 Oct 2020, 14:42:44",20.182,2 (Full),92,078F3A87
0.00,0,0.00,0,0,0,18,238,3.996,77,16.552,5.126,25,266,1,1,2,-7.4232104,112.6940288,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:42:39","Tue, 13 Oct 2020, 14:42:40",20.181,2 (Full),92,BDD7DC01
0.00,0,0.00,0,0,0,13,243,3.996,64,16.531,5.126,25,264,1,1,1.9,-7.4232,112.6942208,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:42:34","Tue, 13 Oct 2020, 14:42:35",20.180,2 (Full),92,61B098A4
0.00,0,0.00,0,0,0,8,248,3.996,61,16.491,5.126,28,274,2,1,1.9,-7.4232208,112.6946048,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:42:29","Tue, 13 Oct 2020, 14:42:29",20.179,2 (Full),92,8A0FA444
0.00,0,0.00,0,0,0,3,253,3.996,58,16.440,5.126,32,278,1,1,1.9,-7.4232592,112.695104,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:42:24","Tue, 13 Oct 2020, 14:42:24",20.178,2 (Full),92,C1B84B45
0.00,0,0.00,0,0,0,254,2,3.996,64,16.413,5.126,30,274,1,1,1.9,-7.4232888,112.6953472,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:42:19","Tue, 13 Oct 2020, 14:42:19",20.177,2 (Full),92,C65F5789
0.00,0,0.00,0,0,0,249,7,3.996,61,16.363,5.126,31,276,1,1,1.8,-7.4233256,112.6957952,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:42:14","Tue, 13 Oct 2020, 14:42:15",20.176,2 (Full),92,6E6FCF67
0.00,0,0.00,0,0,0,244,12,3.996,83,16.309,5.126,32,280,1,1,1.7,-7.423408,112.69632,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:42:09","Tue, 13 Oct 2020, 14:42:10",20.175,2 (Full),92,0D3657DF
0.00,0,0.00,0,0,0,239,17,3.960,90,16.283,5.126,29,276,1,1,1.7,-7.4234368,112.6965504,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:42:04","Tue, 13 Oct 2020, 14:42:04",20.174,2 (Full),92,9D28DF80
0.00,0,0.00,0,0,0,234,22,3.978,93,16.236,5.126,27,280,1,1,1.7,-7.4235032,112.6969728,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:41:59","Tue, 13 Oct 2020, 14:42:02",20.173,2 (Full),92,F4870B52
0.00,0,0.00,0,0,0,229,27,3.996,90,16.194,5.126,25,278,1,1,1.7,-7.4235632,112.697344,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:41:54","Tue, 13 Oct 2020, 14:41:55",20.172,2 (Full),92,5C02D06F
0.00,0,0.00,0,0,0,224,32,3.996,87,16.173,5.125,31,276,1,1,1.7,-7.4235912,112.6975616,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:41:49","Tue, 13 Oct 2020, 14:41:49",20.171,2 (Full),92,6580ECA8
0.00,0,0.00,0,0,0,219,37,3.960,87,16.124,5.125,27,276,1,1,1.7,-7.4236528,112.697984,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:41:44","Tue, 13 Oct 2020, 14:41:45",20.170,2 (Full),92,4E17F24A
0.00,0,0.00,0,0,0,214,42,3.960,96,16.075,5.125,36,280,1,1,1.5,-7.42372,112.6984704,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:41:39","Tue, 13 Oct 2020, 14:41:42",20.169,2 (Full),92,B93D79FF
0.00,0,0.00,0,0,0,209,47,3.996,87,16.045,5.125,35,278,2,1,1.6,-7.4237616,112.6987264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:41:34","Tue, 13 Oct 2020, 14:41:35",20.168,2 (Full),92,A83136B5
