BMS-2 Temperature (Celcius),BMS-2 SoC (%),BMS-1 Temperature (Celcius),BMS-1 SoC (%),Trip B (Km),Trip A (Km),Battery Efficiency (Km/kWh),Range Approximation (Km),Battery Voltage (mVolt),Signal Quality (%),Odometer2 (m),Odometer (Km),Vehicle Speed (Km/hr),GPS Heading (Degree),GPS VDOP,GPS HDOP,GPS Altitude (m),GPS Latitude,GPS Longitude,BMS-2 Current (Ampere),BMS-2 Voltage (Volt),BMS-1 Current (Ampere),BMS-1 Voltage (Volt),Events Group,Driver ID,RTC Log Datetime,RTC Send Datetime,Sequential ID,Frame ID (Type),Size (Bytes),CRC
0.00,0,0.00,0,0,0,0,0,3.996,100,13.739,5.123,0,0,1,1,2.8,-7.4301288,112.7208448,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:33:49","Tue, 13 Oct 2020, 14:33:50",20.075,2 (Full),92,5EE593B0
0.00,0,0.00,0,0,0,251,5,3.996,100,13.739,5.123,0,0,1,1,2.5,-7.4301288,112.7208448,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:33:44","Tue, 13 Oct 2020, 14:33:44",20.074,2 (Full),92,8B063C99
0.00,0,0.00,0,0,0,246,10,3.978,93,13.739,5.123,0,0,1,1,2,-7.430124,112.7208448,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:33:39","Tue, 13 Oct 2020, 14:33:40",20.073,2 (Full),92,77FD51A2
0.00,0,0.00,0,0,0,241,15,3.996,100,13.739,5.123,6,270,1,1,1.8,-7.4301176,112.7208832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:33:34","Tue, 13 Oct 2020, 14:33:35",20.072,2 (Full),92,62961158
0.00,0,0.00,0,0,0,236,20,3.978,100,13.739,5.123,7,272,1,1,1.7,-7.430128,112.7209728,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:33:29","Tue, 13 Oct 2020, 14:33:29",20.071,2 (Full),92,E4774421
0.00,0,0.00,0,0,0,231,25,3.996,100,13.724,5.123,33,280,1,1,1.6,-7.4301656,112.7212416,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:33:24","Tue, 13 Oct 2020, 14:33:25",20.070,2 (Full),92,87CC6A25
0.00,0,0.00,0,0,0,226,30,3.996,100,13.697,5.123,31,280,1,1,1.5,-7.4302088,112.7214848,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:33:19","Tue, 13 Oct 2020, 14:33:19",20.069,2 (Full),92,970FC570
0.00,0,0.00,0,0,0,221,35,3.996,100,13.650,5.123,19,314,1,1,1.2,-7.4302848,112.7218816,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:33:14","Tue, 13 Oct 2020, 14:33:14",20.068,2 (Full),92,5003BB65
0.00,0,0.00,0,0,0,216,40,3.978,96,13.616,5.123,37,14,1,1,1.2,-7.430616,112.7219072,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:33:09","Tue, 13 Oct 2020, 14:33:10",20.067,2 (Full),92,9F9C5D25
0.00,0,0.00,0,0,0,211,45,3.996,100,13.585,5.123,36,18,2,1,1.1,-7.430892,112.7218304,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:33:04","Tue, 13 Oct 2020, 14:33:05",20.066,2 (Full),92,892A282F
0.00,0,0.00,0,0,0,206,50,3.996,100,13.524,5.123,39,24,1,1,0.8,-7.4314336,112.7216128,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:32:59","Tue, 13 Oct 2020, 14:32:59",20.065,2 (Full),92,545D4B30
0.00,0,0.00,0,0,0,201,55,3.978,93,13.459,5.123,38,26,1,1,1,-7.431968,112.7213312,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:32:54","Tue, 13 Oct 2020, 14:32:55",20.064,2 (Full),92,0EB22442
0.00,0,0.00,0,0,0,196,60,3.996,83,13.427,5.123,37,28,1,1,1.1,-7.4322208,112.7212032,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:32:49","Tue, 13 Oct 2020, 14:32:50",20.063,2 (Full),92,61441F34
0.00,0,0.00,0,0,0,191,65,3.996,83,13.367,5.123,31,24,1,1,1.4,-7.4326952,112.7209472,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:32:44","Tue, 13 Oct 2020, 14:32:44",20.062,2 (Full),92,69910DE7
0.00,0,0.00,0,0,0,186,70,3.996,83,13.319,5.123,26,6,1,1,1.8,-7.4330912,112.7208064,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:32:39","Tue, 13 Oct 2020, 14:32:40",20.061,2 (Full),92,4BB63776
0.00,0,0.00,0,0,0,181,75,3.960,77,13.298,5.123,32,6,1,1,2,-7.4333056,112.720768,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:32:34","Tue, 13 Oct 2020, 14:32:35",20.060,2 (Full),92,0941D94E
0.00,0,0.00,0,0,0,176,80,3.996,87,13.247,5.123,29,352,1,1,2.2,-7.4337648,112.720768,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:32:29","Tue, 13 Oct 2020, 14:32:30",20.059,2 (Full),92,AA79CE80
0.00,0,0.00,0,0,0,171,85,3.996,87,13.196,5.123,35,350,1,1,2.4,-7.4342544,112.720832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:32:24","Tue, 13 Oct 2020, 14:32:24",20.058,2 (Full),92,A29D8A83
0.00,0,0.00,0,0,0,166,90,3.996,90,13.167,5.123,33,354,1,1,2.5,-7.4345144,112.7208832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:32:19","Tue, 13 Oct 2020, 14:32:20",20.057,2 (Full),92,5DCC3B08
0.00,0,0.00,0,0,0,161,95,3.978,83,13.114,5.122,31,352,1,1,2.4,-7.435004,112.7209472,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:32:14","Tue, 13 Oct 2020, 14:32:15",20.056,2 (Full),92,D549E465
0.00,0,0.00,0,0,0,156,100,3.996,83,13.062,5.122,29,0,1,1,2,-7.4354768,112.7209984,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:32:09","Tue, 13 Oct 2020, 14:32:10",20.055,2 (Full),92,3ECF8279
0.00,0,0.00,0,0,0,151,105,3.996,77,13.038,5.122,28,4,1,1,1.8,-7.4356976,112.7209984,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:32:04","Tue, 13 Oct 2020, 14:32:04",20.054,2 (Full),92,829A69E7
0.00,0,0.00,0,0,0,146,110,3.996,67,12.989,5.122,37,8,1,1,1.7,-7.436192,112.72096,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:31:59","Tue, 13 Oct 2020, 14:32:00",20.053,2 (Full),92,C0083687
0.00,0,0.00,0,0,0,141,115,4.014,58,12.923,5.122,43,8,1,1,2,-7.4368432,112.7208832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:31:54","Tue, 13 Oct 2020, 14:31:56",20.052,2 (Full),92,01D1EAD6
0.00,0,0.00,0,0,0,136,120,3.978,64,12.887,5.122,42,18,1,1,2.2,-7.4371664,112.720832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:31:49","Tue, 13 Oct 2020, 14:31:53",20.051,2 (Full),92,D49CF957
0.00,0,0.00,0,0,0,131,125,3.996,70,12.818,5.122,43,12,2,1,2,-7.4378024,112.720704,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:31:44","Tue, 13 Oct 2020, 14:31:50",20.050,2 (Full),92,622036A8
0.00,0,0.00,0,0,0,126,130,3.996,87,12.746,5.122,41,10,1,1,2.1,-7.4384464,112.720576,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:31:39","Tue, 13 Oct 2020, 14:31:48",20.049,2 (Full),92,07801840
0.00,0,0.00,0,0,0,121,135,4.014,77,12.712,5.122,40,18,1,1,2.2,-7.4387592,112.7204992,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:31:34","Tue, 13 Oct 2020, 14:31:42",20.048,2 (Full),92,0CDE76BE
0.00,0,0.00,0,0,0,116,140,3.996,77,12.648,5.122,38,14,2,1,2.1,-7.4393312,112.7203456,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:31:29","Tue, 13 Oct 2020, 14:31:37",20.047,2 (Full),92,53A18E23
0.00,0,0.00,0,0,0,111,145,3.996,80,12.585,5.122,33,10,2,1,2.3,-7.4398824,112.7202176,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:31:24","Tue, 13 Oct 2020, 14:31:25",20.046,2 (Full),92,EB07B225
0.00,0,0.00,0,0,0,106,150,3.996,77,12.558,5.122,26,14,1,1,2.5,-7.4401216,112.7201792,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:31:19","Tue, 13 Oct 2020, 14:31:22",20.045,2 (Full),92,B83DB871
0.00,0,0.00,0,0,0,101,155,3.996,80,12.537,5.122,6,18,1,1,2.4,-7.4403712,112.720128,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:31:14","Tue, 13 Oct 2020, 14:31:15",20.044,2 (Full),92,C589056E
0.00,0,0.00,0,0,0,96,160,3.996,70,12.537,5.122,7,6,1,1,2.2,-7.4404784,112.7201408,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:31:09","Tue, 13 Oct 2020, 14:31:09",20.043,2 (Full),92,2661EAEE
0.00,0,0.00,0,0,0,91,165,3.996,70,12.537,5.122,20,16,1,1,2.1,-7.440576,112.7201408,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:31:04","Tue, 13 Oct 2020, 14:31:04",20.042,2 (Full),92,27651334
0.00,0,0.00,0,0,0,86,170,3.996,87,12.499,5.122,39,12,1,1,1.4,-7.4410144,112.7200512,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:30:59","Tue, 13 Oct 2020, 14:31:00",20.041,2 (Full),92,53994491
0.00,0,0.00,0,0,0,81,175,3.996,64,12.432,5.122,42,14,1,1,1.5,-7.4416424,112.7199616,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:30:54","Tue, 13 Oct 2020, 14:30:55",20.040,2 (Full),92,B2C59421
0.00,0,0.00,0,0,0,76,180,3.996,70,12.397,5.122,41,10,1,1,1.8,-7.4419512,112.7198592,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:30:49","Tue, 13 Oct 2020, 14:30:50",20.039,2 (Full),92,F3C269B4
0.00,0,0.00,0,0,0,71,185,3.978,77,12.330,5.122,37,20,1,1,2.1,-7.4425608,112.7197056,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:30:44","Tue, 13 Oct 2020, 14:30:45",20.038,2 (Full),92,A7436482
0.00,0,0.00,0,0,0,66,190,3.996,100,12.269,5.122,34,12,1,1,2.8,-7.4430632,112.7195008,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:30:39","Tue, 13 Oct 2020, 14:30:40",20.037,2 (Full),92,01348203
0.00,0,0.00,0,0,0,61,195,3.996,87,12.241,5.122,21,20,2,1,3.4,-7.443268,112.7194368,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:30:34","Tue, 13 Oct 2020, 14:30:34",20.036,2 (Full),92,B554F1DC
0.00,0,0.00,0,0,0,56,200,3.978,83,12.224,5.122,6,214,2,1,3.4,-7.4433168,112.7194496,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:30:29","Tue, 13 Oct 2020, 14:30:29",20.035,2 (Full),92,26E907E2
0.00,0,0.00,0,0,0,51,205,3.978,83,12.224,5.122,0,0,2,1,3.4,-7.4432776,112.7195008,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:30:24","Tue, 13 Oct 2020, 14:30:27",20.034,2 (Full),92,90FECE29
0.00,0,0.00,0,0,0,46,210,3.996,83,12.224,5.122,0,0,2,1,3.3,-7.4432768,112.7195008,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:30:19","Tue, 13 Oct 2020, 14:30:20",20.033,2 (Full),92,60CAE10F
0.00,0,0.00,0,0,0,41,215,3.996,80,12.224,5.122,0,0,2,1,3.5,-7.4432704,112.7195008,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:30:14","Tue, 13 Oct 2020, 14:30:14",20.032,2 (Full),92,5EFEDC21
0.00,0,0.00,0,0,0,36,220,3.996,77,12.224,5.122,0,0,2,1,3.3,-7.4432544,112.7195008,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:30:09","Tue, 13 Oct 2020, 14:30:10",20.031,2 (Full),92,B37D2BA1
0.00,0,0.00,0,0,0,31,225,3.996,77,12.224,5.122,1,0,2,1,3.2,-7.4432416,112.7195008,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:30:04","Tue, 13 Oct 2020, 14:30:05",20.030,2 (Full),92,C7E5173B
0.00,0,0.00,0,0,0,26,230,3.996,83,12.224,5.122,12,194,2,1,3.9,-7.4431832,112.7195008,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:29:59","Tue, 13 Oct 2020, 14:30:00",20.029,2 (Full),92,87A9008D
0.00,0,0.00,0,0,0,21,235,3.996,90,12.204,5.122,32,186,1,1,4.3,-7.44284,112.7195776,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:29:54","Tue, 13 Oct 2020, 14:29:57",20.028,2 (Full),92,D867EC84
0.00,0,0.00,0,0,0,16,240,4.014,100,12.177,5.122,37,194,1,1,4.3,-7.442568,112.7196032,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:29:49","Tue, 13 Oct 2020, 14:29:54",20.027,2 (Full),92,AFD07B1F
0.00,0,0.00,0,0,0,11,245,3.996,70,12.114,5.121,37,194,1,1,3.4,-7.441992,112.719744,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:29:44","Tue, 13 Oct 2020, 14:29:51",20.026,2 (Full),92,896738B5
0.00,0,0.00,0,0,0,6,250,3.996,67,12.051,5.121,40,194,2,1,3.1,-7.4414056,112.7198592,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:29:39","Tue, 13 Oct 2020, 14:29:49",20.025,2 (Full),92,338D1F91
0.00,0,0.00,0,0,0,1,255,3.996,67,12.017,5.121,40,190,1,1,3.1,-7.441104,112.719936,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:29:34","Tue, 13 Oct 2020, 14:29:46",20.024,2 (Full),92,FD93420E
0.00,0,0.00,0,0,0,252,4,4.014,77,11.950,5.121,39,194,2,1,3.4,-7.4405112,112.720064,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:29:29","Tue, 13 Oct 2020, 14:29:43",20.023,2 (Full),92,E1CD54A3
0.00,0,0.00,0,0,0,247,9,3.996,83,11.887,5.121,39,192,2,1,3.5,-7.4399272,112.7201792,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:29:24","Tue, 13 Oct 2020, 14:29:39",20.022,2 (Full),92,A3F884B6
0.00,0,0.00,0,0,0,242,14,3.996,83,11.855,5.121,38,192,1,1,3.6,-7.4396384,112.7202304,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:29:19","Tue, 13 Oct 2020, 14:29:36",20.021,2 (Full),92,D49515A8
0.00,0,0.00,0,0,0,237,19,3.996,77,11.790,5.121,39,190,2,1,4.1,-7.4390584,112.7203584,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:29:14","Tue, 13 Oct 2020, 14:29:33",20.020,2 (Full),92,6A344971
0.00,0,0.00,0,0,0,232,24,3.996,83,11.725,5.121,41,194,1,1,4.5,-7.4384544,112.7204608,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:29:09","Tue, 13 Oct 2020, 14:29:31",20.019,2 (Full),92,045999EF
0.00,0,0.00,0,0,0,227,29,3.996,70,11.691,5.121,40,194,1,1,3.4,-7.4381616,112.7205632,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:29:04","Tue, 13 Oct 2020, 14:29:28",20.018,2 (Full),92,C1D9EACF
0.00,0,0.00,0,0,0,222,34,3.996,74,11.627,5.121,37,192,1,1,2.4,-7.4375904,112.720704,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:28:59","Tue, 13 Oct 2020, 14:29:26",20.017,2 (Full),92,404B4353
0.00,0,0.00,0,0,0,217,39,4.014,54,11.566,5.121,39,190,1,1,2.1,-7.437028,112.7208192,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:28:54","Tue, 13 Oct 2020, 14:29:23",20.016,2 (Full),92,01C5D729
0.00,0,0.00,0,0,0,212,44,4.014,74,11.534,5.121,37,190,1,1,2,-7.4367432,112.7208832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:28:49","Tue, 13 Oct 2020, 14:29:20",20.015,2 (Full),92,992287DA
0.00,0,0.00,0,0,0,207,49,4.014,64,11.473,5.121,35,192,3,1,2.4,-7.4361856,112.7209728,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:28:44","Tue, 13 Oct 2020, 14:29:17",20.014,2 (Full),92,52F7AF2C
0.00,0,0.00,0,0,0,202,54,4.014,80,11.419,5.121,38,184,1,1,2.3,-7.435676,112.7210624,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:28:39","Tue, 13 Oct 2020, 14:29:12",20.013,2 (Full),92,1E419A9F
0.00,0,0.00,0,0,0,197,59,4.014,87,11.387,5.121,36,178,1,1,2.5,-7.4353856,112.7210624,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:28:34","Tue, 13 Oct 2020, 14:29:10",20.012,2 (Full),92,8445FC86
0.00,0,0.00,0,0,0,192,64,3.996,96,11.327,5.121,33,170,1,1,3.4,-7.434828,112.7210112,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:28:29","Tue, 13 Oct 2020, 14:29:07",20.011,2 (Full),92,2CAF1E04
0.00,0,0.00,0,0,0,187,69,3.996,100,11.270,5.121,35,174,2,1,3.2,-7.4342896,112.7209472,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:28:24","Tue, 13 Oct 2020, 14:29:05",20.010,2 (Full),92,0A35B705
0.00,0,0.00,0,0,0,182,74,4.014,100,11.241,5.121,32,172,1,1,2.9,-7.4340336,112.7209216,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:28:19","Tue, 13 Oct 2020, 14:29:02",20.009,2 (Full),92,10AC4AFD
0.00,0,0.00,0,0,0,177,79,3.996,100,11.190,5.121,30,184,2,1,2.5,-7.4335672,112.7208832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:28:14","Tue, 13 Oct 2020, 14:28:59",20.008,2 (Full),92,C2821581
0.00,0,0.00,0,0,0,172,84,4.014,83,11.137,5.121,35,194,2,1,2.1,-7.4330688,112.7209216,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:28:09","Tue, 13 Oct 2020, 14:28:57",20.007,2 (Full),92,72246C60
0.00,0,0.00,0,0,0,167,89,3.996,83,11.108,5.120,39,204,2,1,1.9,-7.4328056,112.7210112,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:28:04","Tue, 13 Oct 2020, 14:28:54",20.006,2 (Full),92,F24FCC79
0.00,0,0.00,0,0,0,162,94,4.014,96,11.041,5.120,40,208,1,1,2.1,-7.4322632,112.7212928,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:27:59","Tue, 13 Oct 2020, 14:28:51",20.005,2 (Full),92,C67DDD1B
0.00,0,0.00,0,0,0,157,99,4.014,96,10.975,5.120,39,208,1,1,2.1,-7.4317352,112.7216,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:27:54","Tue, 13 Oct 2020, 14:28:47",20.004,2 (Full),92,9C21CF22
0.00,0,0.00,0,0,0,152,104,4.014,93,10.942,5.120,39,206,1,1,2.1,-7.4314656,112.721728,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:27:49","Tue, 13 Oct 2020, 14:28:44",20.003,2 (Full),92,564AE09F
0.00,0,0.00,0,0,0,147,109,4.014,93,10.877,5.120,39,194,1,1,2.1,-7.4309208,112.7219584,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:27:44","Tue, 13 Oct 2020, 14:28:41",20.002,2 (Full),92,F01668AA
0.00,0,0.00,0,0,0,142,114,4.014,87,10.813,5.120,40,192,1,1,2.3,-7.4303424,112.7220992,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:27:39","Tue, 13 Oct 2020, 14:28:38",20.001,2 (Full),92,2D92A47C
0.00,0,0.00,0,0,0,137,119,4.014,87,10.780,5.120,41,190,1,1,2.3,-7.4300336,112.7221632,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:27:34","Tue, 13 Oct 2020, 14:28:36",20.000,2 (Full),92,B3B81A0C
0.00,0,0.00,0,0,0,132,124,4.014,87,10.711,5.120,41,190,1,1,2.2,-7.429412,112.7222784,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:27:29","Tue, 13 Oct 2020, 14:28:33",19.999,2 (Full),92,8BDE6201
0.00,0,0.00,0,0,0,127,129,4.014,90,10.640,5.120,45,188,1,1,2,-7.428764,112.7224064,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:27:24","Tue, 13 Oct 2020, 14:28:31",19.998,2 (Full),92,15168059
0.00,0,0.00,0,0,0,122,134,4.014,93,10.603,5.120,43,190,1,1,1.9,-7.4284336,112.7224576,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:27:19","Tue, 13 Oct 2020, 14:28:28",19.997,2 (Full),92,46AE4F66
0.00,0,0.00,0,0,0,117,139,3.996,87,10.531,5.120,41,190,1,1,1.7,-7.4277864,112.7225728,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:27:14","Tue, 13 Oct 2020, 14:28:23",19.996,2 (Full),92,7A85845A
0.00,0,0.00,0,0,0,112,144,4.014,77,10.466,5.120,33,190,1,1,1.7,-7.4272248,112.722688,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:27:09","Tue, 13 Oct 2020, 14:28:20",19.995,2 (Full),92,CEA51675
0.00,0,0.00,0,0,0,107,149,4.014,77,10.438,5.120,28,192,1,1,1.9,-7.4269864,112.7227392,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:27:04","Tue, 13 Oct 2020, 14:28:17",19.994,2 (Full),92,11D5D1DD
0.00,0,0.00,0,0,0,102,154,4.014,80,10.415,5.120,1,0,2,1,1.8,-7.426776,112.7228032,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:26:59","Tue, 13 Oct 2020, 14:28:14",19.993,2 (Full),92,E42AB67E
0.00,0,0.00,0,0,0,97,159,4.014,74,10.415,5.120,30,12,1,1,1.5,-7.42694,112.7227264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:26:54","Tue, 13 Oct 2020, 14:28:12",19.992,2 (Full),92,9C7D5DA4
0.00,0,0.00,0,0,0,92,164,3.978,74,10.390,5.120,39,12,1,1,1.4,-7.4271976,112.7226624,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:26:49","Tue, 13 Oct 2020, 14:28:09",19.991,2 (Full),92,A42B1E18
0.00,0,0.00,0,0,0,87,169,3.978,87,10.326,5.120,42,12,1,1,1.3,-7.4277904,112.7225088,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:26:44","Tue, 13 Oct 2020, 14:28:07",19.990,2 (Full),92,75B449AD
0.00,0,0.00,0,0,0,82,174,4.014,90,10.260,5.120,42,12,1,1,1.3,-7.4283984,112.7223936,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:26:39","Tue, 13 Oct 2020, 14:28:04",19.989,2 (Full),92,10CFE3FE
0.00,0,0.00,0,0,0,77,179,4.014,90,10.225,5.120,43,12,1,1,1.4,-7.4287216,112.7223296,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:26:34","Tue, 13 Oct 2020, 14:28:02",19.988,2 (Full),92,9F6A930E
0.00,0,0.00,0,0,0,72,184,3.978,90,10.153,5.120,43,10,1,1,1.1,-7.4293784,112.7221888,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:26:29","Tue, 13 Oct 2020, 14:27:59",19.987,2 (Full),92,2B086DF7
0.00,0,0.00,0,0,0,67,189,4.032,90,10.084,5.119,39,4,1,1,0.9,-7.4300016,112.722048,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:26:24","Tue, 13 Oct 2020, 14:27:57",19.986,2 (Full),92,A10D2030
0.00,0,0.00,0,0,0,62,194,4.014,70,10.052,5.119,36,16,2,1,0.9,-7.4302952,112.7219968,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:26:19","Tue, 13 Oct 2020, 14:27:54",19.985,2 (Full),92,2B5F7080
0.00,0,0.00,0,0,0,57,199,3.996,70,9.991,5.119,40,16,2,1,0.5,-7.4308488,112.7218432,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:26:14","Tue, 13 Oct 2020, 14:27:49",19.984,2 (Full),92,5BBB5245
0.00,0,0.00,0,0,0,52,204,4.014,70,9.924,5.119,41,24,1,1,1,-7.43144,112.7216512,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:26:09","Tue, 13 Oct 2020, 14:27:47",19.983,2 (Full),92,7E2686E0
